time,value
0.25,84.61538461538461
0.5,85.57692307692307
0.75,83.17307692307693
1.0,83.65384615384616
1.25,82.21153846153845
1.5,82.6923076923077
1.7500000000000002,77.40384615384616
2.0,73.07692307692307
2.25,66.82692307692307
2.5,60.09615384615385
2.75,50.96153846153846
3.0,39.90384615384615
3.25,31.73076923076923
3.5000000000000004,25.0
3.75,20.192307692307693
4.0,15.865384615384615
4.25,14.903846153846153
4.5,12.980769230769232
4.75,11.538461538461538
5.0,9.615384615384617
5.25,7.211538461538461
5.5,6.25
5.75,5.288461538461538
6.0,3.8461538461538463
6.25,3.3653846153846154
6.5,3.3653846153846154
6.75,2.8846153846153846
7.000000000000001,1.9230769230769231
