time,value
0.25,14.232209737827715
0.5,19.101123595505616
0.75,23.220973782771537
1.0,20.59925093632959
1.25,16.853932584269664
1.5,11.235955056179774
1.7500000000000002,7.865168539325842
2.0,7.116104868913857
2.25,5.617977528089887
2.5,3.7453183520599254
2.75,2.247191011235955
3.0,1.4981273408239701
3.25,0.7490636704119851
3.5000000000000004,0.37453183520599254
3.75,0.37453183520599254
4.0,0.0
4.25,0.0
4.5,0.0
4.75,0.0
5.0,0.0
5.25,0.0
5.5,0.0
5.75,0.0
6.0,0.0
6.25,0.0
6.5,0.0
6.75,0.0
7.000000000000001,0.0
