time,strain_H1,strain_L1
1261100535.5998535,1.020927392490194e-20,-5.641474450302562e-19
1261100535.6000977,6.661145623113535e-21,-6.039590660733026e-19
1261100535.6003418,8.151309415177024e-21,-5.706631621777002e-19
1261100535.600586,1.3876350687313103e-20,-5.427122655369804e-19
1261100535.60083,1.1696435567575414e-20,-5.863620367291114e-19
1261100535.6010742,9.158842283054677e-21,-6.250859791914546e-19
1261100535.6013184,1.0171121224146337e-20,-5.922404938061644e-19
1261100535.6015625,1.2107531332515494e-20,-5.637416486761422e-19
1261100535.6018066,1.2547624975786113e-20,-6.090459520352982e-19
1261100535.6020508,9.116563415738481e-21,-6.522012529371759e-19
1261100535.602295,1.0096759235301319e-20,-6.196287721643993e-19
1261100535.602539,1.4695917627596594e-20,-5.876150339972173e-19
1261100535.6027832,1.4771015287913408e-20,-6.292237538928355e-19
1261100535.6030273,1.1846116413226821e-20,-6.689849122195416e-19
1261100535.6032715,1.1685062149218245e-20,-6.369888197223535e-19
1261100535.6035156,1.377442250596703e-20,-6.056703581616114e-19
1261100535.6037598,1.4549980561281162e-20,-6.485078292606132e-19
1261100535.604004,1.2773910142038505e-20,-6.932239121812205e-19
1261100535.604248,1.1317313024512128e-20,-6.615292713937527e-19
1261100535.6044922,1.4984377053920175e-20,-6.265176213131197e-19
1261100535.6047363,1.744496506702873e-20,-6.653821088588778e-19
1261100535.6049805,1.4074979980763066e-20,-7.073329446725147e-19
1261100535.6052246,1.3759633931731732e-20,-6.757197031296694e-19
1261100535.6054688,1.5699389194232224e-20,-6.407948014979048e-19
1261100535.605713,1.5114624663098062e-20,-6.812586576021487e-19
1261100535.605957,1.4710786427714224e-20,-7.265531972883318e-19
1261100535.6062012,1.405080693949521e-20,-6.96823930966644e-19
1261100535.6064453,1.5677849785095526e-20,-6.585738649940384e-19
1261100535.6066895,1.8978167204344284e-20,-6.942165940502043e-19
1261100535.6069336,1.7123594574795966e-20,-7.385476088646373e-19
1261100535.6071777,1.4801181715859788e-20,-7.070891964640545e-19
1261100535.6074219,1.7260962459515554e-20,-6.686188193233082e-19
1261100535.607666,1.8035466960059992e-20,-7.065307147639376e-19
1261100535.6079102,1.629514148249343e-20,-7.531293677974685e-19
1261100535.6081543,1.5233629931265667e-20,-7.246701866901212e-19
1261100535.6083984,1.662605749655361e-20,-6.832516855468786e-19
1261100535.6086426,2.1015472342219005e-20,-7.157202096975594e-19
1261100535.6088867,1.9844973559847368e-20,-7.613198672862459e-19
1261100535.6091309,1.520529893402542e-20,-7.313595361885989e-19
1261100535.609375,1.7713222821210772e-20,-6.896515980479825e-19
1261100535.6096191,1.9738024166122838e-20,-7.244935712371118e-19
1261100535.6098633,1.8328747821361854e-20,-7.72588471345317e-19
1261100535.6101074,1.7616599917295542e-20,-7.454133069735628e-19
1261100535.6103516,1.8104251611862576e-20,-7.010451629338223e-19
1261100535.6105957,2.2210664016842845e-20,-7.296874750679267e-19
1261100535.6108398,2.1685989875297478e-20,-7.7624045174209e-19
1261100535.611084,1.7309716609442867e-20,-7.485678796173886e-19
1261100535.6113281,1.856706803055188e-20,-7.036041652515947e-19
1261100535.6115723,2.1296101867062362e-20,-7.343819863516952e-19
1261100535.6118164,2.0072053661152683e-20,-7.837155372917662e-19
1261100535.6120605,1.9009767384219993e-20,-7.57672401742513e-19
1261100535.6123047,2.0315506753696337e-20,-7.110324168285231e-19
1261100535.6125488,2.1760741974584052e-20,-7.368983053513628e-19
1261100535.612793,2.3225063258483703e-20,-7.826758923540055e-19
1261100535.613037,2.0947799594313016e-20,-7.574747383785842e-19
1261100535.6132812,1.9249964253990303e-20,-7.104054013136706e-19
1261100535.6135254,2.2455221808884466e-20,-7.366273339181188e-19
1261100535.6137695,2.2412705673793342e-20,-7.869983636449189e-19
1261100535.6140137,1.9512443777117915e-20,-7.625730112843375e-19
1261100535.6142578,2.0415289351065206e-20,-7.13630077464207e-19
1261100535.614502,2.3799307701125005e-20,-7.355727221882785e-19
1261100535.614746,2.400252749584051e-20,-7.822010944404372e-19
1261100535.6149902,2.163451968364232e-20,-7.579488038305613e-19
1261100535.6152344,2.0588022085958903e-20,-7.085462270611959e-19
1261100535.6154785,2.1536379527353483e-20,-7.322658705391607e-19
1261100535.6157227,2.3369534658724052e-20,-7.815965959870179e-19
1261100535.6159668,2.203742635427476e-20,-7.593920731587417e-19
1261100535.616211,2.1260882631712842e-20,-7.087672819031429e-19
1261100535.616455,2.4000173566761157e-20,-7.267691166856442e-19
1261100535.6166992,2.4436606169942766e-20,-7.731701705968456e-19
1261100535.6169434,2.3534068996168703e-20,-7.512062150541066e-19
1261100535.6171875,2.1589041610400613e-20,-7.0038709033629335e-19
1261100535.6174316,2.181599171766537e-20,-7.18636569937854e-19
1261100535.6176758,2.5649987548053956e-20,-7.693683592119132e-19
1261100535.61792,2.3494910076889875e-20,-7.499925439556238e-19
1261100535.618164,2.199837046261657e-20,-6.961275692994966e-19
1261100535.6184082,2.5677041385964065e-20,-7.104888970558165e-19
1261100535.6186523,2.639705824791853e-20,-7.568812799142425e-19
1261100535.6188965,2.487136809153959e-20,-7.367087987450586e-19
1261100535.6191406,2.2350982555617047e-20,-6.840335776830892e-19
1261100535.6193848,2.2427158280111544e-20,-6.985927801459985e-19
