time,strain_H1,strain_L1
1128678898.3999023,4.8066023253014805e-20,-1.8931835903849647e-18
1128678898.4001465,5.544842290409625e-20,-1.94166467997647e-18
1128678898.4003906,5.39984224491675e-20,-1.953415770074886e-18
1128678898.4006348,5.524600255809785e-20,-1.9393288493507016e-18
1128678898.400879,5.379462321005053e-20,-1.9125140790958822e-18
1128678898.401123,5.647135854013135e-20,-1.875406845087835e-18
1128678898.4013672,6.445676835143214e-20,-1.863284193724062e-18
1128678898.4016113,5.790090400575506e-20,-1.9049407004071814e-18
1128678898.4018555,5.697246341599132e-20,-1.9716867579485305e-18
1128678898.4020996,6.683275806399449e-20,-2.018464899432543e-18
1128678898.4023438,6.65951060074959e-20,-2.031513226586391e-18
1128678898.402588,6.592637857741208e-20,-2.0203738371774217e-18
1128678898.402832,6.482912457141177e-20,-1.9900108777565385e-18
1128678898.4030762,6.760422817981626e-20,-1.9516080527677303e-18
1128678898.4033203,7.816516316310629e-20,-1.939174815310454e-18
1128678898.4035645,7.258232687533733e-20,-1.9735418807182383e-18
1128678898.4038086,6.794051570645907e-20,-2.0396651108299545e-18
1128678898.4040527,7.92615065663601e-20,-2.0923930002368794e-18
1128678898.4042969,7.955221985700976e-20,-2.1032472171739903e-18
1128678898.404541,7.852259723459697e-20,-2.092654958422221e-18
1128678898.4047852,8.031632387046996e-20,-2.0636951774925356e-18
1128678898.4050293,7.810433398808345e-20,-2.0233063151805543e-18
1128678898.4052734,8.797854535087806e-20,-2.009260381678065e-18
1128678898.4055176,8.77072361833823e-20,-2.0404597488330437e-18
1128678898.4057617,7.961949116504373e-20,-2.10640510902909e-18
1128678898.4060059,9.090485221090626e-20,-2.1578928587642335e-18
1128678898.40625,9.30152447605626e-20,-2.1696327393460623e-18
1128678898.4064941,9.085840017667911e-20,-2.158325266656229e-18
1128678898.4067383,9.501001511679965e-20,-2.1274520815360334e-18
1128678898.4069824,9.12274186407895e-20,-2.0887683004494284e-18
1128678898.4072266,9.911926917635812e-20,-2.070691449633805e-18
1128678898.4074707,1.0140486857607495e-19,-2.098546197319151e-18
1128678898.4077148,9.234613259454496e-20,-2.163444587417889e-18
1128678898.407959,1.0073468038429515e-19,-2.216246050779129e-18
1128678898.4082031,1.058218269622244e-19,-2.2309951103932776e-18
1128678898.4084473,1.0373412292107154e-19,-2.217812354714767e-18
1128678898.4086914,1.0640463602160737e-19,-2.1871549884870587e-18
1128678898.4089355,1.0477149842290041e-19,-2.146375690248598e-18
1128678898.4091797,1.089098071398778e-19,-2.123317553137176e-18
1128678898.4094238,1.150554750817211e-19,-2.149565791679726e-18
1128678898.409668,1.1024234588295627e-19,-2.211616218236932e-18
1128678898.409912,1.1107001226952232e-19,-2.265103159315201e-18
1128678898.4101562,1.1860871123469669e-19,-2.281035871383288e-18
1128678898.4104004,1.1767196318705234e-19,-2.2677222351910195e-18
1128678898.4106445,1.1858344611630997e-19,-2.2369885106113786e-18
1128678898.4108887,1.1869111511335391e-19,-2.194652707009323e-18
1128678898.4111328,1.1938057672305568e-19,-2.1710151054849378e-18
1128678898.411377,1.2860111733179255e-19,-2.1926726759608547e-18
1128678898.411621,1.2447021339420844e-19,-2.2523598424047795e-18
1128678898.4118652,1.2050911543516753e-19,-2.3069306964825892e-18
1128678898.4121094,1.3174194487497433e-19,-2.3220737566885493e-18
1128678898.4123535,1.3095812552474303e-19,-2.3081054663592775e-18
1128678898.4125977,1.2901441962133084e-19,-2.276682835144049e-18
1128678898.4128418,1.3392731109028702e-19,-2.232149913038898e-18
1128678898.413086,1.32331290665166e-19,-2.2055003506550914e-18
1128678898.41333,1.3907586250189552e-19,-2.2250165799208955e-18
1128678898.4135742,1.4007256292336277e-19,-2.282659062601579e-18
1128678898.4138184,1.3221025755399956e-19,-2.3380731493236044e-18
1128678898.4140625,1.4070769085725337e-19,-2.354634208028975e-18
1128678898.4143066,1.4481101736735195e-19,-2.339744742848523e-18
1128678898.4145508,1.406643856080356e-19,-2.306603186960394e-18
1128678898.414795,1.44344276058181e-19,-2.2620616135499803e-18
1128678898.415039,1.4420219943355429e-19,-2.233473998557805e-18
1128678898.4152832,1.4831702037283306e-19,-2.2469239366296304e-18
1128678898.4155273,1.5259833100411727e-19,-2.3012122430705502e-18
1128678898.4157715,1.45116033440291e-19,-2.356765247853176e-18
1128678898.4160156,1.5066426695943045e-19,-2.375362400912374e-18
1128678898.4162598,1.5912508684607703e-19,-2.359764563501342e-18
1128678898.416504,1.5233720961436143e-19,-2.3255775387482826e-18
1128678898.416748,1.5298064414810857e-19,-2.281793155080452e-18
1128678898.4169922,1.564676209144382e-19,-2.249574630295395e-18
1128678898.4172363,1.5739416569056514e-19,-2.260020247313288e-18
1128678898.4174805,1.6326272977882067e-19,-2.312656795272579e-18
1128678898.4177246,1.5790116935180425e-19,-2.368230203861708e-18
1128678898.4179688,1.5745200334760317e-19,-2.3860926111535397e-18
1128678898.418213,1.6961391906668023e-19,-2.3672228823646408e-18
1128678898.418457,1.6435446812739591e-19,-2.3340634011907823e-18
1128678898.4187012,1.6210734282188202e-19,-2.2892556658938623e-18
1128678898.4189453,1.6949599794657602e-19,-2.2529477786628426e-18
1128678898.4191895,1.6607863155589708e-19,-2.259611913165468e-18
1128678898.4194336,1.710514181693234e-19,-2.3107512582256976e-18
1128678898.4196777,1.715988469546267e-19,-2.3664477005611404e-18
1128678898.4199219,1.6529362742362845e-19,-2.3842325418634665e-18
1128678898.420166,1.7602567709824313e-19,-2.3667868974979364e-18
1128678898.4204102,1.7662165092575856e-19,-2.330987079399327e-18
1128678898.4206543,1.7065591011269523e-19,-2.2851060493825144e-18
1128678898.4208984,1.7717939891291582e-19,-2.248730896732246e-18
1128678898.4211426,1.7702687262542964e-19,-2.2499641861048764e-18
1128678898.4213867,1.7941203422049826e-19,-2.2966027138987675e-18
1128678898.4216309,1.8317886167726545e-19,-2.3517821502218812e-18
1128678898.421875,1.7628717128731895e-19,-2.3711814721103634e-18
1128678898.4221191,1.832681415015799e-19,-2.352880854625908e-18
1128678898.4223633,1.8825327230203171e-19,-2.3151878727725963e-18
1128678898.4226074,1.7843139282061465e-19,-2.2695299251605557e-18
1128678898.4228516,1.8417667080736714e-19,-2.232780653627131e-18
1128678898.4230957,1.8668160779587198e-19,-2.229589228714908e-18
1128678898.4233398,1.855540880813309e-19,-2.273398493652406e-18
1128678898.423584,1.9150073649892619e-19,-2.328164741147725e-18
1128678898.4238281,1.8465048081466543e-19,-2.3466390765260422e-18
1128678898.4240723,1.894978460019428e-19,-2.327543078790883e-18
1128678898.4243164,1.9751134450286545e-19,-2.288029158070743e-18
1128678898.4245605,1.9044918960827098e-19,-2.242389148061282e-18
1128678898.4248047,1.9245850655541176e-19,-2.203102798859652e-18
1128678898.4250488,1.945070292353427e-19,-2.197067563218972e-18
1128678898.425293,1.9443944216151687e-19,-2.2379098971756853e-18
1128678898.425537,1.9837981183622526e-19,-2.290924456509875e-18
1128678898.4257812,1.942534864983454e-19,-2.312109299706723e-18
1128678898.4260254,1.944495507274117e-19,-2.291392505679382e-18
1128678898.4262695,2.035252563510508e-19,-2.2509604264703307e-18
1128678898.4265137,2.0118477815227965e-19,-2.2061783844056993e-18
1128678898.4267578,1.9789085968218119e-19,-2.164325415005602e-18
1128678898.427002,2.0310270228739345e-19,-2.153190645757976e-18
1128678898.427246,2.0297785659795515e-19,-2.1918756266599463e-18
1128678898.4274902,2.0514433035179503e-19,-2.2447900589764196e-18
1128678898.4277344,2.0627030782530574e-19,-2.2638279275358786e-18
1128678898.4279785,2.0306485634567183e-19,-2.2441636648395467e-18
1128678898.4282227,2.095753214777238e-19,-2.201598443914978e-18
1128678898.4284668,2.0806495968321434e-19,-2.1542107274740982e-18
1128678898.428711,2.0395558309329587e-19,-2.115232753843477e-18
1128678898.428955,2.111764039286342e-19,-2.10259462210488e-18
1128678898.4291992,2.1001382923426942e-19,-2.136032980560811e-18
1128678898.4294434,2.1132780810435842e-19,-2.1867587540867986e-18
1128678898.4296875,2.1459534963559714e-19,-2.2075844460238592e-18
1128678898.4299316,2.0969560077591987e-19,-2.185783946200579e-18
1128678898.4301758,2.1603189178635114e-19,-2.1423517152650976e-18
1128678898.43042,2.17902626564498e-19,-2.096187309483612e-18
1128678898.430664,2.1088122564814853e-19,-2.0540890098148804e-18
1128678898.4309082,2.1560490520735167e-19,-2.0401329676068965e-18
1128678898.4311523,2.1801569075859124e-19,-2.0676914805468057e-18
1128678898.4313965,2.175276409571741e-19,-2.1167135405519923e-18
1128678898.4316406,2.185088741064175e-19,-2.1408935721742844e-18
1128678898.4318848,2.149657132023902e-19,-2.1177877419359066e-18
1128678898.432129,2.1866012254833173e-19,-2.0733052134072245e-18
1128678898.432373,2.2408813988805943e-19,-2.0271554569379132e-18
1128678898.4326172,2.1908385983419607e-19,-1.9865125729989536e-18
1128678898.4328613,2.186566448671167e-19,-1.9681279147893294e-18
1128678898.4331055,2.248784161302247e-19,-1.991692297987716e-18
1128678898.4333496,2.23365645920568e-19,-2.03948794106098e-18
1128678898.4335938,2.2368394243173864e-19,-2.0631320390170265e-18
1128678898.433838,2.230787689980328e-19,-2.0415305378220297e-18
1128678898.434082,2.1951863512545114e-19,-1.9928533728604072e-18
1128678898.4343262,2.2794867456474303e-19,-1.9474807185741924e-18
1128678898.4345703,2.2500673624933984e-19,-1.9079749420064773e-18
1128678898.4348145,2.1821185458603714e-19,-1.8865969041986104e-18
1128678898.4350586,2.2722436240229403e-19,-1.9094615249820127e-18
1128678898.4353027,2.261186468030608e-19,-1.9551871217680285e-18
1128678898.4355469,2.245963083695852e-19,-1.9781607772874867e-18
1128678898.435791,2.2713544879672786e-19,-1.954592220288907e-18
1128678898.4360352,2.23096828782736e-19,-1.905358050243677e-18
1128678898.4362793,2.281390701288474e-19,-1.858366847503109e-18
1128678898.4365234,2.2854677438589093e-19,-1.8179665882192646e-18
1128678898.4367676,2.2239576127388614e-19,-1.7970282703049814e-18
1128678898.4370117,2.2667863801487918e-19,-1.815512687065959e-18
1128678898.4372559,2.268757172847146e-19,-1.8605663375771274e-18
1128678898.4375,2.2560866824116333e-19,-1.883110217794048e-18
1128678898.4377441,2.253677867264268e-19,-1.858697413911241e-18
1128678898.4379883,2.211474953651526e-19,-1.8113839185387285e-18
1128678898.4382324,2.2712567983086194e-19,-1.7626936192425034e-18
1128678898.4384766,2.2957460793278307e-19,-1.7212342690317808e-18
1128678898.4387207,2.210560658038089e-19,-1.7009394171843945e-18
1128678898.4389648,2.250088249440584e-19,-1.715337297011216e-18
1128678898.439209,2.281767167346398e-19,-1.7565604320582675e-18
1128678898.4394531,2.222704816805782e-19,-1.7792982356831275e-18
1128678898.4396973,2.2473939564018585e-19,-1.7551108102186322e-18
1128678898.4399414,2.2139135592558054e-19,-1.7058069359103729e-18
1128678898.4401855,2.204169689626723e-19,-1.6567312487407155e-18
1128678898.4404297,2.279009384609981e-19,-1.6172346030187137e-18
1128678898.4406738,2.184470793457297e-19,-1.5957769205218874e-18
1128678898.440918,2.1624950786879478e-19,-1.6077904908375052e-18
1128678898.441162,2.2429199286281306e-19,-1.6479651247485722e-18
1128678898.4414062,2.192343790788983e-19,-1.6705176561882393e-18
1128678898.4416504,2.1962485216344998e-19,-1.6454240430049084e-18
1128678898.4418945,2.177916568893422e-19,-1.5942982077686126e-18
1128678898.4421387,2.1549377789675216e-19,-1.5434428499659965e-18
1128678898.4423828,2.227095417013868e-19,-1.5042733599517252e-18
1128678898.442627,2.1564875806055518e-19,-1.4838631010435644e-18
1128678898.442871,2.1134389707037768e-19,-1.492487810439025e-18
1128678898.4431152,2.1802887721408275e-19,-1.5293632809129391e-18
1128678898.4433594,2.1423882900387025e-19,-1.5527553802873132e-18
1128678898.4436035,2.1175816419695105e-19,-1.5295033459401052e-18
1128678898.4438477,2.1117152590449098e-19,-1.4760830487334064e-18
1128678898.4440918,2.0807651927225779e-19,-1.4260066932436016e-18
1128678898.444336,2.131819091586742e-19,-1.3892499327525065e-18
1128678898.44458,2.1112389687560223e-19,-1.366060044157302e-18
1128678898.4448242,2.0397151824478463e-19,-1.3738352668488437e-18
1128678898.4450684,2.083252900650258e-19,-1.4083166816467273e-18
1128678898.4453125,2.0851116312978524e-19,-1.4295769058609362e-18
1128678898.4455566,2.055506478007278e-19,-1.4061372505615346e-18
1128678898.4458008,2.048881393652621e-19,-1.3521521329492682e-18
1128678898.446045,2.0170553801648884e-19,-1.3010231942960319e-18
1128678898.446289,2.0286339492289802e-19,-1.2643708932530765e-18
1128678898.4465332,2.0229409834516015e-19,-1.2433646942194982e-18
1128678898.4467773,1.9561655849375622e-19,-1.2491495062458107e-18
1128678898.4470215,1.9492241254353924e-19,-1.281494776743489e-18
1128678898.4472656,1.989975882860748e-19,-1.3031574539436939e-18
1128678898.4475098,1.9492144655583322e-19,-1.281322214183876e-18
1128678898.447754,1.933972403994146e-19,-1.225356129803174e-18
1128678898.447998,1.9309224917973167e-19,-1.171291174892192e-18
1128678898.4482422,1.893821459471635e-19,-1.13666366758432e-18
1128678898.4484863,1.9429757940588803e-19,-1.1165766790891223e-18
1128678898.4487305,1.8905860194769337e-19,-1.1209839125380055e-18
1128678898.4489746,1.8280548421609636e-19,-1.151901750209823e-18
1128678898.4492188,1.8957683114354285e-19,-1.173422261306432e-18
1128678898.449463,1.8427100037222456e-19,-1.149507192658589e-18
1128678898.449707,1.8063965218346288e-19,-1.0939368195617107e-18
1128678898.4499512,1.8162657120928506e-19,-1.041686997479146e-18
1128678898.4501953,1.763310246030241e-19,-1.0065001667207266e-18
1128678898.4504395,1.8058256417763317e-19,-9.883861994228566e-19
1128678898.4506836,1.7653465948364754e-19,-9.929883526183253e-19
1128678898.4509277,1.698126920796319e-19,-1.022291978011269e-18
1128678898.4511719,1.7660011754185618e-19,-1.0428338959081262e-18
1128678898.451416,1.7232335512843998e-19,-1.0177696389941591e-18
1128678898.4516602,1.6802869185435437e-19,-9.602512909519955e-19
1128678898.4519043,1.6956953488761038e-19,-9.084250263392822e-19
1128678898.4521484,1.6369687806832645e-19,-8.745090349166112e-19
1128678898.4523926,1.6505175953807306e-19,-8.570706720168872e-19
1128678898.4526367,1.638666597824034e-19,-8.618671219879971e-19
1128678898.4528809,1.5619486105453378e-19,-8.90228750509908e-19
1128678898.453125,1.5999121055502948e-19,-9.12807004537201e-19
1128678898.4533691,1.5899012252492485e-19,-8.866631964143723e-19
1128678898.4536133,1.5296329167841736e-19,-8.281007642760713e-19
1128678898.4538574,1.5465998073398473e-19,-7.766618566877232e-19
1128678898.4541016,1.510896480836698e-19,-7.422189492588177e-19
1128678898.4543457,1.4968600293899664e-19,-7.278442200478846e-19
1128678898.4545898,1.5110413833782079e-19,-7.325718678079192e-19
1128678898.454834,1.4313212805385804e-19,-7.578315869804399e-19
1128678898.4550781,1.436422511852584e-19,-7.791256815349132e-19
1128678898.4553223,1.4544382968292582e-19,-7.568730562434544e-19
1128678898.4555664,1.3808183629990008e-19,-6.978853725456284e-19
1128678898.4558105,1.3813964399535585e-19,-6.43923235911093e-19
1128678898.4560547,1.3507894185204432e-19,-6.149722662999289e-19
1128678898.4562988,1.3223922565351647e-19,-5.99489414534965e-19
1128678898.456543,1.3523499830095033e-19,-6.055053516558855e-19
1128678898.456787,1.276968324866246e-19,-6.337441172349943e-19
1128678898.4570312,1.2510554468992506e-19,-6.521515527709068e-19
1128678898.4572754,1.2973943222349885e-19,-6.299543715406101e-19
1128678898.4575195,1.231950407482029e-19,-5.685848647392786e-19
1128678898.4577637,1.209692329984687e-19,-5.157947054835865e-19
1128678898.4580078,1.2162437264449965e-19,-4.868858700294276e-19
1128678898.458252,1.142617682368847e-19,-4.737119188258277e-19
1128678898.458496,1.1759105104078143e-19,-4.832125498318174e-19
1128678898.4587402,1.151697042055873e-19,-5.077730337211186e-19
1128678898.4589844,1.0485636220283897e-19,-5.286279665291383e-19
1128678898.4592285,1.1013249810484022e-19,-5.078596273416541e-19
1128678898.4594727,1.0829938340976868e-19,-4.467516780344958e-19
1128678898.4597168,1.0237345512025306e-19,-3.9241133515369583e-19
1128678898.459961,1.0428359858648308e-19,-3.629935895617854e-19
1128678898.460205,9.872493766544608e-20,-3.548931914430304e-19
1128678898.4604492,9.873092018052249e-20,-3.641988231614902e-19
1128678898.4606934,9.871618856961511e-20,-3.9102311547480305e-19
1128678898.4609375,9.051976854298237e-20,-4.1196203519023114e-19
1128678898.4611816,9.335990927673663e-20,-3.8848413479812005e-19
1128678898.4614258,9.203590913334923e-20,-3.293546391598071e-19
1128678898.46167,8.467819606762138e-20,-2.7424775798297326e-19
1128678898.461914,8.634326123037472e-20,-2.468035898254164e-19
1128678898.4621582,8.311699540886977e-20,-2.42065332317104e-19
1128678898.4624023,7.98504944476376e-20,-2.5299265166123862e-19
1128678898.4626465,8.144230842177787e-20,-2.7936801951960467e-19
1128678898.4628906,7.44051062990387e-20,-3.0029496127125037e-19
1128678898.4631348,7.242375196745112e-20,-2.8020309320558356e-19
1128678898.463379,7.547916424502679e-20,-2.181598303515323e-19
1128678898.463623,6.88126459009414e-20,-1.6161774419237554e-19
1128678898.4638672,6.612197284312783e-20,-1.3754181837127158e-19
1128678898.4641113,6.51584224877505e-20,-1.343004683019759e-19
