time,strain_H1,strain_L1
1267957897.6999512,2.6653516233594984e-20,-6.2708710284418035e-19
1267957897.7001953,4.005100382344203e-20,-6.288109587206393e-19
1267957897.7004395,2.406560719547665e-20,-6.293990729607304e-19
1267957897.7006836,2.705983211812921e-20,-6.317998013166236e-19
1267957897.7009277,3.089097409914e-20,-6.330119933180276e-19
1267957897.7011719,2.5394507447908053e-20,-6.331122949791312e-19
1267957897.701416,3.289483424821877e-20,-6.344881891267149e-19
1267957897.7016602,2.1833293840361005e-20,-6.355492756302134e-19
1267957897.7019043,1.69121543948313e-20,-6.366163484835838e-19
1267957897.7021484,3.3420808782943784e-20,-6.37400026400711e-19
1267957897.7023926,2.5002289023814803e-20,-6.375307007224123e-19
1267957897.7026367,1.796049619531671e-20,-6.384459147436235e-19
1267957897.7028809,2.668601103119408e-20,-6.396913126077107e-19
1267957897.703125,2.292382593299716e-20,-6.39488142498534e-19
1267957897.7033691,2.4436841200066506e-20,-6.399869782676492e-19
1267957897.7036133,2.1426003785453545e-20,-6.415488228629646e-19
1267957897.7038574,1.0768166560055178e-20,-6.414394993223936e-19
1267957897.7041016,2.3371254487979212e-20,-6.413554825802043e-19
1267957897.7043457,2.5545439763722712e-20,-6.419394483026826e-19
1267957897.7045898,1.1510579004123192e-20,-6.426021292935575e-19
1267957897.704834,1.8734264673763822e-20,-6.429954706872711e-19
1267957897.7050781,2.1562070211251e-20,-6.426541318715198e-19
1267957897.7053223,1.6627275442133612e-20,-6.425111281404506e-19
1267957897.7055664,1.7557518554847377e-20,-6.429072121150871e-19
1267957897.7058105,8.073709355213705e-21,-6.434013377107614e-19
1267957897.7060547,1.3759996756311763e-20,-6.42294534594123e-19
1267957897.7062988,2.3289270213728177e-20,-6.420672423338614e-19
1267957897.706543,8.539450074386324e-21,-6.42830483302451e-19
1267957897.706787,8.694443292582178e-21,-6.421637432752422e-19
1267957897.7070312,1.8376799001023106e-20,-6.419928686066188e-19
1267957897.7072754,1.1772454710173265e-20,-6.409456881806263e-19
1267957897.7075195,1.0305293258633793e-20,-6.411665745475159e-19
1267957897.7077637,7.013748684381717e-21,-6.414118469654422e-19
1267957897.7080078,4.199017064111339e-21,-6.390655146681796e-19
1267957897.708252,1.6076152582012605e-20,-6.393188189613507e-19
1267957897.708496,9.181540003287795e-21,-6.387942057630585e-19
1267957897.7087402,-6.941884035859146e-22,-6.379102327271269e-19
1267957897.7089844,1.1239625377792182e-20,-6.373488163455982e-19
1267957897.7092285,9.774751671139876e-21,-6.353184594185416e-19
1267957897.7094727,2.581586574035436e-21,-6.360739141585645e-19
1267957897.7097168,2.898834964010929e-21,-6.351529079735461e-19
1267957897.709961,-8.063333178978896e-22,-6.328123604350827e-19
1267957897.710205,6.938359147803941e-21,-6.3192375606464645e-19
1267957897.7104492,7.79127037768864e-21,-6.31590604721694e-19
1267957897.7106934,-6.166959003861491e-21,-6.307750936659208e-19
1267957897.7109375,1.6016019724141991e-21,-6.285210367836391e-19
1267957897.7111816,8.167957500652153e-21,-6.2778120053186475e-19
1267957897.7114258,-3.7581521075535095e-21,-6.257472877536787e-19
1267957897.71167,-4.0633128901897174e-21,-6.246664421806123e-19
1267957897.711914,-3.7930427514841745e-21,-6.237246318246259e-19
1267957897.7121582,-1.9889221727426576e-21,-6.211089831896802e-19
1267957897.7124023,3.787605381001614e-21,-6.205552461937624e-19
1267957897.7126465,-8.947868297405274e-21,-6.181584506115035e-19
1267957897.7128906,-8.67285186971937e-21,-6.170307831520595e-19
1267957897.7131348,4.147476775858489e-21,-6.149729345726832e-19
1267957897.713379,-6.363908584972845e-21,-6.122045164904396e-19
1267957897.713623,-1.1294258964899194e-20,-6.120300614353887e-19
1267957897.7138672,-7.24360515672681e-21,-6.084733053286029e-19
1267957897.7141113,-9.893822296684549e-21,-6.066861978833457e-19
1267957897.7143555,-2.8576563880324644e-21,-6.055633697489266e-19
1267957897.7145996,-8.641019773540026e-21,-6.029010968201577e-19
1267957897.7148438,-1.7606443663986104e-20,-6.011107911055719e-19
1267957897.715088,-3.6907113393241105e-21,-5.98226433975058e-19
1267957897.715332,-7.357649841923714e-21,-5.969689378228165e-19
1267957897.7155762,-1.9378188334925823e-20,-5.941332226624244e-19
1267957897.7158203,-1.3443462953894427e-20,-5.910610623803321e-19
1267957897.7160645,-1.375180473775695e-20,-5.897895108099619e-19
1267957897.7163086,-1.0962727761647609e-20,-5.861884499969588e-19
1267957897.7165527,-1.1262023303171423e-20,-5.841817397799722e-19
1267957897.7167969,-2.308448942282389e-20,-5.815896489991769e-19
