time,strain_H1,strain_L1
1242107477.7998047,6.39910110228355e-20,-2.8115111894628895e-19
1242107477.8000488,-1.3242582372874765e-19,-2.828054490112496e-19
1242107477.800293,-1.7643307980826095e-19,-2.8284124260737047e-19
1242107477.800537,-5.79776148517494e-20,-2.8426679571353175e-19
1242107477.8007812,1.0316620526158039e-19,-2.866566194930008e-19
1242107477.8010254,2.3036173896093017e-19,-2.8863200247314757e-19
1242107477.8012695,3.0505804793194926e-19,-2.888657367390056e-19
1242107477.8015137,2.5666117058270833e-19,-2.8952584803709153e-19
1242107477.8017578,6.256383133885432e-20,-2.925595425612764e-19
1242107477.802002,-1.4119539783780289e-19,-2.941951569407896e-19
1242107477.802246,-1.9531842124157403e-19,-2.944108574022357e-19
1242107477.8024902,-7.801651847661155e-20,-2.948598899918895e-19
1242107477.8027344,9.436930514566532e-20,-2.969115026378474e-19
1242107477.8029785,2.2119169523474847e-19,-2.9836938623041876e-19
1242107477.8032227,2.852338199579403e-19,-2.9828969807352903e-19
1242107477.8034668,2.423911753769077e-19,-3.0009516165966836e-19
1242107477.803711,6.222835660555959e-20,-3.0223869935067783e-19
1242107477.803955,-1.4857992962064995e-19,-3.027674072378791e-19
1242107477.8041992,-2.1591824548500138e-19,-3.0251015253548384e-19
1242107477.8044434,-9.839119564618512e-20,-3.0309754034432146e-19
1242107477.8046875,8.055726742906582e-20,-3.0562276862992374e-19
1242107477.8049316,2.1292497702113194e-19,-3.0618679464117883e-19
1242107477.8051758,2.6786032151660403e-19,-3.0478812907971563e-19
1242107477.80542,2.2322961419740023e-19,-3.0686321648089753e-19
1242107477.805664,5.909555152213766e-20,-3.0890386623070795e-19
1242107477.8059082,-1.528143040572691e-19,-3.087487401839041e-19
1242107477.8061523,-2.3593144765898766e-19,-3.0902123376996016e-19
1242107477.8063965,-1.2239576753462992e-19,-3.089573736342518e-19
1242107477.8066406,6.590403303476643e-20,-3.0993920719751916e-19
1242107477.8068848,2.0361870822473778e-19,-3.1056121451277195e-19
1242107477.807129,2.5222880338934727e-19,-3.09839211888669e-19
1242107477.807373,2.0340201884428102e-19,-3.1143527098389167e-19
1242107477.8076172,5.090940042089653e-20,-3.12859905705923e-19
1242107477.8078613,-1.540323881762387e-19,-3.1208149167602547e-19
1242107477.8081055,-2.5521650727207177e-19,-3.1228064899523324e-19
1242107477.8083496,-1.474797886623154e-19,-3.1224578186130086e-19
1242107477.8085938,5.200530229266163e-20,-3.1259042548528993e-19
1242107477.808838,1.925269617526136e-19,-3.1344998066065607e-19
1242107477.809082,2.4000033218861866e-19,-3.1227701222707207e-19
1242107477.8093262,1.8521388520956692e-19,-3.125728688596255e-19
1242107477.8095703,3.810754628041082e-20,-3.140832721516399e-19
1242107477.8098145,-1.553033959093197e-19,-3.140961828730567e-19
1242107477.8100586,-2.697334948559748e-19,-3.1300857426517877e-19
1242107477.8103027,-1.752920039069686e-19,-3.123902701209564e-19
1242107477.8105469,3.5243947537057754e-20,-3.1379247588294866e-19
1242107477.810791,1.8277078206306837e-19,-3.131478831827638e-19
1242107477.8110352,2.26635957757793e-19,-3.1159447100662006e-19
1242107477.8112793,1.693642573178901e-19,-3.1234077412213096e-19
1242107477.8115234,2.2499717449009995e-20,-3.1313806983824794e-19
1242107477.8117676,-1.5774889745652793e-19,-3.12790915700508e-19
1242107477.8120117,-2.7781871689913475e-19,-3.108237201704075e-19
1242107477.8122559,-2.0520501576901332e-19,-3.105340024886533e-19
1242107477.8125,1.6474517881951673e-20,-3.1103231679647053e-19
1242107477.8127441,1.7464484926677022e-19,-3.100714704962409e-19
1242107477.8129883,2.133997214120753e-19,-3.096274631854372e-19
1242107477.8132324,1.5624692558773622e-19,-3.0875582860529964e-19
1242107477.8134766,7.564174127186657e-21,-3.0917417613583413e-19
1242107477.8137207,-1.6485238123202923e-19,-3.092151915320355e-19
1242107477.8139648,-2.8104252376455037e-19,-3.0680432762010414e-19
1242107477.814209,-2.305914291884798e-19,-3.060307835314042e-19
1242107477.8144531,-9.674183863835607e-21,-3.0595555733122887e-19
1242107477.8146973,1.701680877034286e-19,-3.05570181471959e-19
1242107477.8149414,2.0365090392401034e-19,-3.0352741136250985e-19
1242107477.8151855,1.4081724621464393e-19,-3.025680845126426e-19
1242107477.8154297,-3.951032165252937e-21,-3.0449374601727227e-19
1242107477.8156738,-1.750050670035848e-19,-3.0267140366747444e-19
1242107477.815918,-2.8393592511826964e-19,-3.0001724672011314e-19
