time,strain_H1,strain_L1
1264693409.5,3.9840559943334073e-20,3.099376362402589e-19
1264693409.5002441,5.388966450184134e-20,2.9812367650710033e-19
1264693409.5004883,4.3845884765717416e-20,2.864537570525884e-19
1264693409.5007324,3.9032055329379656e-20,2.7202870134843238e-19
1264693409.5009766,4.8832097664235204e-20,2.5937714416352106e-19
1264693409.5012207,3.744787082940588e-20,2.4755914512763597e-19
1264693409.5014648,4.2027172184382317e-20,2.3524194326326846e-19
1264693409.501709,4.499331264210914e-20,2.2164244153136544e-19
1264693409.5019531,2.7027821440255855e-20,2.0771460372644515e-19
1264693409.5021973,3.7379602354809096e-20,1.958404910401652e-19
1264693409.5024414,3.8274843658219554e-20,1.8262111013611236e-19
1264693409.5026855,2.5052241999014646e-20,1.6807802032270253e-19
1264693409.5029297,3.59962022491401e-20,1.5545054202657667e-19
1264693409.5031738,2.9410393051446266e-20,1.4292057582822586e-19
1264693409.503418,2.6109127293220263e-20,1.2959083265720595e-19
1264693409.503662,3.50636202680717e-20,1.1651719139547161e-19
1264693409.5039062,1.9220246555036924e-20,1.024488848002258e-19
1264693409.5041504,2.087206205121687e-20,8.916998663378805e-20
1264693409.5043945,2.915687415310264e-20,7.650785378023325e-20
1264693409.5046387,1.4747540530037026e-20,6.169058917019087e-20
1264693409.5048828,1.8985293545620295e-20,4.8430658797255566e-20
1264693409.505127,2.224004432355665e-20,3.6124791929049136e-20
1264693409.505371,1.3340429342272278e-20,2.245648111968621e-20
1264693409.5056152,1.9825784363236276e-20,8.871736022810323e-21
1264693409.5058594,1.2776906706961644e-20,-5.50405539188497e-21
1264693409.5061035,4.707404619909704e-21,-1.8798887529708126e-20
1264693409.5063477,1.6315843307201792e-20,-3.2185151567978395e-20
1264693409.5065918,8.317160379335677e-21,-4.6946890284496117e-20
1264693409.506836,2.035162270586453e-21,-6.035370090550744e-20
1264693409.50708,1.1473693702807109e-20,-7.306093146138951e-20
1264693409.5073242,2.9805227907429958e-21,-8.65616262954777e-20
1264693409.5075684,3.605318784498085e-21,-1.0084081373683799e-19
1264693409.5078125,5.1264288547074865e-21,-1.1473583298923434e-19
1264693409.5080566,-8.422748386535339e-21,-1.2769278979354208e-19
1264693409.5083008,3.2891111360744254e-22,-1.4151384022261928e-19
1264693409.508545,8.735703081719433e-22,-1.5590419181175776e-19
1264693409.508789,-1.180537546650014e-20,-1.6939475447802035e-19
1264693409.5090332,-3.066566217233131e-21,-1.8242255597516447e-19
1264693409.5092773,-5.462305492054869e-21,-1.959143145556393e-19
1264693409.5095215,-1.2002215541383632e-20,-2.1066676367807618e-19
1264693409.5097656,-5.978876949421803e-21,-2.2410208473787267e-19
1264693409.5100098,-1.6839860229012554e-20,-2.366871132347816e-19
1264693409.510254,-1.7941182071641003e-20,-2.513716630725032e-19
