time,strain_H1,strain_L1
1181677656.7998047,4.684183879572138e-19,-2.281968114899853e-19
1181677656.8000488,4.224000052309192e-19,-2.293822763115363e-19
1181677656.800293,3.794397513817587e-19,-2.343364175702217e-19
1181677656.800537,4.2231101269669016e-19,-2.3239147778451993e-19
1181677656.8007812,4.313541515541331e-19,-2.329510153737573e-19
1181677656.8010254,3.927227963277741e-19,-2.415483631763232e-19
1181677656.8012695,3.664574752465663e-19,-2.4669133513054323e-19
1181677656.8015137,3.7768959301623354e-19,-2.564557237607782e-19
1181677656.8017578,4.1556844829862307e-19,-2.6694143571092037e-19
1181677656.802002,3.8038661053463803e-19,-2.670377369343316e-19
1181677656.802246,3.2445277410621867e-19,-2.701679004806503e-19
1181677656.8024902,3.6377344646888657e-19,-2.731739861291073e-19
1181677656.8027344,3.860827544182758e-19,-2.6874447412921263e-19
1181677656.8029785,3.418424897410269e-19,-2.762673360755205e-19
1181677656.8032227,3.1314340434817494e-19,-2.8528612976529593e-19
1181677656.8034668,3.2178864594223694e-19,-2.8867717911686637e-19
1181677656.803711,3.5825693633778504e-19,-3.032721911238746e-19
1181677656.803955,3.377475220403954e-19,-3.053068846918456e-19
1181677656.8041992,2.710387166341729e-19,-3.014910609665264e-19
1181677656.8044434,2.978025968066931e-19,-3.0810417376976583e-19
1181677656.8046875,3.3989030136415676e-19,-3.0258097562154445e-19
1181677656.8049316,2.9274005508379564e-19,-3.0857245423589746e-19
1181677656.8051758,2.5427226570982624e-19,-3.221236562263882e-19
1181677656.80542,2.6606579651176787e-19,-3.210240042361727e-19
1181677656.805664,2.96946542765675e-19,-3.3241419500294665e-19
1181677656.8059082,2.9061256205846005e-19,-3.385347662970686e-19
1181677656.8061523,2.2145374597779877e-19,-3.321615208342584e-19
1181677656.8063965,2.255822023302566e-19,-3.3798356784670637e-19
1181677656.8066406,2.878390117067146e-19,-3.3658633660679154e-19
1181677656.8068848,2.4697113003838537e-19,-3.3444646650757517e-19
1181677656.807129,1.901080190635097e-19,-3.491255993634626e-19
1181677656.807373,2.0776143135119e-19,-3.552062339163796e-19
1181677656.8076172,2.3779029390109554e-19,-3.5890964377151377e-19
1181677656.8078613,2.359836132269727e-19,-3.686464245975477e-19
1181677656.8081055,1.7409561621166022e-19,-3.6158307788753637e-19
1181677656.8083496,1.559430517619621e-19,-3.6063792534342913e-19
1181677656.8085938,2.2551312767710076e-19,-3.679360151634108e-19
1181677656.808838,2.0432387940166714e-19,-3.6176701320125354e-19
1181677656.809082,1.282850128785549e-19,-3.731208383023706e-19
1181677656.8093262,1.4272433248673009e-19,-3.8398419745257363e-19
1181677656.8095703,1.793999634837845e-19,-3.818349732777278e-19
1181677656.8098145,1.78815236287235e-19,-3.9360833348012883e-19
1181677656.8100586,1.2463445477886478e-19,-3.888858585573245e-19
1181677656.8103027,8.817675043630439e-20,-3.8257553307101235e-19
1181677656.8105469,1.5513267922051677e-19,-3.913444519640408e-19
1181677656.810791,1.6190271517318048e-19,-3.860380084215658e-19
1181677656.8110352,7.253240869704516e-20,-3.936881547553089e-19
1181677656.8112793,7.079472308045666e-20,-4.07832943898003e-19
1181677656.8115234,1.2157943331159357e-19,-4.041206394498944e-19
1181677656.8117676,1.2165357637253522e-19,-4.0990429660756583e-19
1181677656.8120117,7.214975074353093e-20,-4.1271986716306004e-19
1181677656.8122559,2.8500105424102687e-20,-4.0319297945680045e-19
1181677656.8125,7.925731461047687e-20,-4.0767097632445836e-19
1181677656.8127441,1.1214582814380592e-19,-4.0948674956696244e-19
1181677656.8129883,2.4306414217050592e-20,-4.0908019933150394e-19
1181677656.8132324,-3.802449424318883e-21,-4.245279194751857e-19
1181677656.8134766,5.92464820373728e-20,-4.2630458192621737e-19
1181677656.8137207,6.531642446753099e-20,-4.240506611597203e-19
1181677656.8139648,1.6891247602190765e-20,-4.302922254199799e-19
1181677656.814209,-2.932731703933777e-20,-4.21230958499622e-19
1181677656.8144531,1.579456627192971e-21,-4.2025519916912047e-19
1181677656.8146973,5.828137100654608e-20,-4.277157421675115e-19
1181677656.8149414,-1.544140559443689e-20,-4.260737935240323e-19
1181677656.8151855,-7.761805319342833e-20,-4.357773999108629e-19
1181677656.8154297,-1.0682332252579513e-20,-4.414191044227055e-19
1181677656.8156738,1.5033042010738718e-20,-4.37420098027313e-19
1181677656.815918,-3.7199304787681246e-20,-4.414590225597902e-19
1181677656.816162,-8.673139897625937e-20,-4.36041594987977e-19
1181677656.8164062,-7.003947196345486e-20,-4.3209300354215205e-19
1181677656.8166504,-4.495351602082104e-21,-4.378277161759443e-19
1181677656.8168945,-5.533523203574461e-20,-4.386329900413547e-19
1181677656.8171387,-1.4215264036305433e-19,-4.462996878236085e-19
1181677656.8173828,-8.539150892140685e-20,-4.510028795391708e-19
1181677656.817627,-3.738031071771051e-20,-4.48053586912715e-19
1181677656.817871,-9.012021190351361e-20,-4.489846227760676e-19
1181677656.8181152,-1.4263698226178342e-19,-4.455736537433438e-19
1181677656.8183594,-1.3642538009652612e-19,-4.403796409172668e-19
1181677656.8186035,-7.405869443231008e-20,-4.421080913378903e-19
1181677656.8188477,-9.393095440186901e-20,-4.463764126099538e-19
1181677656.8190918,-1.9461281010375396e-19,-4.505193648867909e-19
1181677656.819336,-1.669005408781439e-19,-4.554472185010873e-19
1181677656.81958,-9.027438226422374e-20,-4.556908437033496e-19
1181677656.8198242,-1.3582309652130945e-19,-4.527191816943613e-19
1181677656.8200684,-2.006174631764138e-19,-4.491783198000868e-19
1181677656.8203125,-1.9845927398343104e-19,-4.458309319412113e-19
1181677656.8205566,-1.43873220965912e-19,-4.456100669604856e-19
1181677656.8208008,-1.3609878549634936e-19,-4.484751986208376e-19
1181677656.821045,-2.3779747874269506e-19,-4.543396573502746e-19
1181677656.821289,-2.444800294860589e-19,-4.568730698581321e-19
1181677656.8215332,-1.5011527744012893e-19,-4.569167704264359e-19
1181677656.8217773,-1.7441161201618698e-19,-4.546125454855659e-19
1181677656.8220215,-2.528515896943505e-19,-4.476204429936413e-19
1181677656.8222656,-2.6009081946059227e-19,-4.45090866709407e-19
1181677656.8225098,-2.0825270262053015e-19,-4.452021265496576e-19
1181677656.822754,-1.8589532355062542e-19,-4.473442654111735e-19
1181677656.822998,-2.743143715084558e-19,-4.545919772594699e-19
1181677656.8232422,-3.112146810549457e-19,-4.545634449442551e-19
1181677656.8234863,-2.1862100728777437e-19,-4.519800491308607e-19
1181677656.8237305,-2.1238033554507603e-19,-4.52282353121495e-19
1181677656.8239746,-3.0043021654840187e-19,-4.434716386283022e-19
1181677656.8242188,-3.1938864667871353e-19,-4.407222526272478e-19
1181677656.824463,-2.682202621756569e-19,-4.433230155692263e-19
1181677656.824707,-2.3722595783302867e-19,-4.394623836487386e-19
1181677656.8249512,-3.0666581792329547e-19,-4.475117884933526e-19
1181677656.8251953,-3.6932862856773035e-19,-4.5130920948485865e-19
1181677656.8254395,-2.906211129167258e-19,-4.447562820476267e-19
1181677656.8256836,-2.49609609144522e-19,-4.456793592534089e-19
1181677656.8259277,-3.3850042529285416e-19,-4.376068906385584e-19
1181677656.8261719,-3.776046213424334e-19,-4.309735647264142e-19
1181677656.826416,-3.258354404016115e-19,-4.347442724004314e-19
1181677656.8266602,-2.8723760953168235e-19,-4.3253500511504996e-19
1181677656.8269043,-3.3818812289879794e-19,-4.373835153681439e-19
1181677656.8271484,-4.158239517753206e-19,-4.418206703369615e-19
1181677656.8273926,-3.605045238961089e-19,-4.34677715377413e-19
1181677656.8276367,-2.896340901874487e-19,-4.34141856910771e-19
1181677656.8278809,-3.6730463207608836e-19,-4.284355951471073e-19
1181677656.828125,-4.286478390595886e-19,-4.177657130756559e-19
1181677656.8283691,-3.827524758962769e-19,-4.221122511716979e-19
1181677656.8286133,-3.3636345866318056e-19,-4.2320938376336936e-19
1181677656.8288574,-3.6827942025544334e-19,-4.221131276271017e-19
1181677656.8291016,-4.516918849532905e-19,-4.300548683301401e-19
1181677656.8293457,-4.261425590697635e-19,-4.225551332086473e-19
1181677656.8295898,-3.3643509356799736e-19,-4.161898962541985e-19
1181677656.829834,-3.882525686860075e-19,-4.1672390632110995e-19
1181677656.8300781,-4.713689185527211e-19,-4.0401714130086285e-19
1181677656.8303223,-4.376033493379439e-19,-4.0490175879073204e-19
1181677656.8305664,-3.800138415885548e-19,-4.0890131773422695e-19
1181677656.8308105,-3.9888494103413613e-19,-4.053435805730489e-19
1181677656.8310547,-4.782985622192953e-19,-4.123018679351762e-19
1181677656.8312988,-4.798109362311472e-19,-4.0859674409860623e-19
1181677656.831543,-3.883240776363628e-19,-3.9876272226357833e-19
1181677656.831787,-4.0505065644961323e-19,-3.978379973112642e-19
1181677656.8320312,-5.0206843973588835e-19,-3.882859413990921e-19
1181677656.8322754,-4.876680946836938e-19,-3.83625761392642e-19
1181677656.8325195,-4.208182404979708e-19,-3.906778875757216e-19
1181677656.8327637,-4.2729992385353715e-19,-3.8799134475052587e-19
1181677656.8330078,-4.986492521659365e-19,-3.89550336611455e-19
1181677656.833252,-5.237089441087061e-19,-3.9004005872754696e-19
1181677656.833496,-4.399486630029356e-19,-3.787571191354805e-19
1181677656.8337402,-4.222722702834925e-19,-3.7573148746992413e-19
1181677656.8339844,-5.215394702813195e-19,-3.6832219821811195e-19
1181677656.8342285,-5.322867807659854e-19,-3.6232713833726655e-19
1181677656.8344727,-4.601848251789981e-19,-3.6790592006798136e-19
1181677656.8347168,-4.513663690131499e-19,-3.6614213398507536e-19
1181677656.834961,-5.168634509962713e-19,-3.6750526069156345e-19
1181677656.835205,-5.549931786944596e-19,-3.6678797531353487e-19
1181677656.8354492,-4.869158254214873e-19,-3.5513261275597207e-19
1181677656.8356934,-4.446255447897115e-19,-3.516123143704968e-19
1181677656.8359375,-5.299005113299326e-19,-3.460276758292354e-19
1181677656.8361816,-5.685989910140759e-19,-3.384080562870259e-19
1181677656.8364258,-4.974621029218592e-19,-3.4295274228135824e-19
1181677656.83667,-4.721224538311077e-19,-3.430689255826935e-19
1181677656.836914,-5.298327571994796e-19,-3.4169978709611696e-19
1181677656.8371582,-5.764790545665493e-19,-3.4094753932068387e-19
1181677656.8374023,-5.302214877612382e-19,-3.3116404891267656e-19
1181677656.8376465,-4.662845098472112e-19,-3.256977334018905e-19
1181677656.8378906,-5.288813000469124e-19,-3.1890318893676774e-19
1181677656.8381348,-5.943091986036582e-19,-3.132184364075947e-19
1181677656.838379,-5.343141352879028e-19,-3.155235688155561e-19
1181677656.838623,-4.902432552796564e-19,-3.134430171937821e-19
1181677656.8388672,-5.362358261368032e-19,-3.148664071210872e-19
1181677656.8391113,-5.909934956827422e-19,-3.1284322887030654e-19
1181677656.8393555,-5.624628767666843e-19,-3.0330231944648325e-19
1181677656.8395996,-4.89859351288815e-19,-2.980680460328174e-19
1181677656.8398438,-5.259227624193593e-19,-2.8970008539422447e-19
1181677656.840088,-6.06163119816191e-19,-2.849099274465274e-19
1181677656.840332,-5.66317016657243e-19,-2.873817540992787e-19
1181677656.8405762,-5.042068942511133e-19,-2.850032760975421e-19
1181677656.8408203,-5.388814281143095e-19,-2.8503630106234124e-19
1181677656.8410645,-5.960160329389129e-19,-2.846095467394116e-19
1181677656.8413086,-5.837369256858535e-19,-2.7358582652966074e-19
1181677656.8415527,-5.139968520627067e-19,-2.6645845234419986e-19
1181677656.8417969,-5.202648343627755e-19,-2.6061593817011577e-19
1181677656.842041,-6.046055673784301e-19,-2.529688282886115e-19
1181677656.8422852,-5.903998968643328e-19,-2.5717298850661723e-19
1181677656.8425293,-5.186099095685076e-19,-2.5601837533131523e-19
1181677656.8427734,-5.347598627502559e-19,-2.5239145680133835e-19
1181677656.8430176,-5.933546630952921e-19,-2.5473308747361146e-19
1181677656.8432617,-5.964590064542426e-19,-2.4058698647057093e-19
1181677656.8435059,-5.318526244104542e-19,-2.338066878836922e-19
1181677656.84375,-5.152181700756267e-19,-2.3299296658310256e-19
1181677656.8439941,-5.930461403170639e-19,-2.182374538137806e-19
1181677656.8442383,-6.04973963310171e-19,-2.2317242224701884e-19
1181677656.8444824,-5.299865562632755e-19,-2.258774607933718e-19
1181677656.8447266,-5.255246979698956e-19,-2.171030598567543e-19
1181677656.8449707,-5.849581499735751e-19,-2.22469941312202e-19
1181677656.8452148,-5.981370378632931e-19,-2.1031236298071146e-19
1181677656.845459,-5.4465787680913475e-19,-1.9782852909927152e-19
1181677656.8457031,-5.103471212122712e-19,-2.0003527125286448e-19
1181677656.8459473,-5.712304489968469e-19,-1.8649261145012365e-19
1181677656.8461914,-6.062965076985389e-19,-1.8763292809074315e-19
1181677656.8464355,-5.400677739642584e-19,-1.9517261111569438e-19
1181677656.8466797,-5.155381961175032e-19,-1.8281850960986876e-19
1181677656.8469238,-5.671400620857785e-19,-1.8595061130952234e-19
1181677656.847168,-5.91586760103936e-19,-1.8041676598562867e-19
1181677656.847412,-5.500319397933765e-19,-1.6194274469941536e-19
1181677656.8476562,-5.042154132227807e-19,-1.6529145896996365e-19
1181677656.8479004,-5.452016497942713e-19,-1.5558098967462159e-19
1181677656.8481445,-5.96645623015153e-19,-1.493653671532853e-19
1181677656.8483887,-5.445170380241817e-19,-1.6108751152845585e-19
1181677656.8486328,-5.019251742165012e-19,-1.5071140653655077e-19
1181677656.848877,-5.433502979804716e-19,-1.4786253914368332e-19
1181677656.849121,-5.75672648103242e-19,-1.4802376053813535e-19
1181677656.8493652,-5.466319788551184e-19,-1.2756369478155967e-19
1181677656.8496094,-4.951307170826342e-19,-1.2652085788844614e-19
1181677656.8498535,-5.165219508255826e-19,-1.2544519882617506e-19
1181677656.8500977,-5.755306639360714e-19,-1.1361490886169624e-19
1181677656.8503418,-5.411490263456691e-19,-1.2278885995421532e-19
1181677656.850586,-4.860542349728507e-19,-1.2037734602013377e-19
1181677656.85083,-5.152061912989059e-19,-1.1016288162857285e-19
1181677656.8510742,-5.540112340000673e-19,-1.1203681810051118e-19
1181677656.8513184,-5.316378776272676e-19,-9.530698482871341e-20
1181677656.8515625,-4.84041385997831e-19,-8.660006413257555e-20
1181677656.8518066,-4.865675332975475e-19,-9.0395719483336e-20
1181677656.8520508,-5.404733030435382e-19,-7.951570149745202e-20
1181677656.852295,-5.316682982191814e-19,-8.547492284612225e-20
1181677656.852539,-4.697463283132479e-19,-8.689645320039071e-20
1181677656.8527832,-4.807738937966115e-19,-7.418239782814783e-20
1181677656.8530273,-5.232359561731279e-19,-7.445080278555215e-20
1181677656.8532715,-5.121356903741915e-19,-6.161803781130045e-20
1181677656.8535156,-4.6747600653612425e-19,-5.1179071162094427e-20
1181677656.8537598,-4.537814029948543e-19,-5.3504779476827484e-20
1181677656.854004,-5.002090639679405e-19,-4.61628058833498e-20
1181677656.854248,-5.100766979667198e-19,-4.7666183789706866e-20
