t,P,eps,beta_B,cs2,s,S,L,Phi_nu,Qdot_nu
2.4e-05,0.0016506880000000002,1.0578400000000001,0.0015604325795961582,0.1,2.0660937500000003,1.8447265625e-18,5.760000000000001e+38,5.76e+30,9.762857097579092e+19
2.4999999999999998e-05,0.001665625,1.058125,0.0015741287655050206,0.1,2.0646341463414637,1.835230352303523e-18,6.2499999999999994e+38,6.249999999999999e+30,9.753099120283327e+19
2.6e-05,0.0016805880000000002,1.0584099999999999,0.001587842140569345,0.1,2.0631773879142297,1.8258206972692297e-18,6.76e+38,6.759999999999999e+30,9.743350896087494e+19
2.7e-05,0.0016955769999999998,1.058695,0.0016015726909072016,0.1,2.061723466407011,1.8164964461735777e-18,7.29e+38,7.289999999999999e+30,9.733612415243367e+19
2.8e-05,0.0017105920000000004,1.05898,0.0016153204026516084,0.1,2.060272373540856,1.8072564680182947e-18,7.84e+38,7.84e+30,9.723883668012468e+19
2.9e-05,0.001725633,1.059265,0.0016290852619505036,0.1,2.058824101068999,1.798099651588645e-18,8.409999999999998e+38,8.409999999999998e+30,9.714164644666049e+19
2.9999999999999997e-05,0.0017407000000000002,1.05955,0.0016428672549667314,0.1,2.0573786407766987,1.7890249050232162e-18,8.999999999999998e+38,8.999999999999998e+30,9.704455335485081e+19
3.1e-05,0.0017557929999999999,1.059835,0.0016566663678780184,0.1,2.0559359844810867,1.78003115539488e-18,9.61e+38,9.609999999999998e+30,9.69475573076026e+19
3.2e-05,0.001770912,1.06012,0.0016704825868769572,0.1,2.0544961240310076,1.7711173483025927e-18,1.024e+39,1.024e+31,9.685065820791977e+19
3.2999999999999996e-05,0.0017860570000000002,1.060405,0.0016843158981709818,0.1,2.0530590513068736,1.762282447473711e-18,1.0889999999999997e+39,1.0889999999999996e+31,9.67538559589032e+19
3.4e-05,0.0018012280000000004,1.06069,0.0016981662879823516,0.1,2.0516247582205027,1.7535254343764977e-18,1.1560000000000002e+39,1.156e+31,9.665715046375067e+19
3.5e-05,0.0018164249999999998,1.060975,0.0017120337425481278,0.1,2.050193236714976,1.744845307842533e-18,1.2249999999999998e+39,1.2249999999999998e+31,9.656054162575665e+19
3.6e-05,0.0018316480000000004,1.06126,0.0017259182481201593,0.1,2.048764478764479,1.736241083698711e-18,1.2959999999999999e+39,1.2959999999999997e+31,9.64640293483123e+19
3.7e-05,0.001846897,1.061545,0.0017398197909650557,0.1,2.0473384763741564,1.7277117944085708e-18,1.3689999999999998e+39,1.3689999999999997e+31,9.636761353490535e+19
3.7999999999999995e-05,0.001862172,1.0618299999999998,0.0017537383573641735,0.1,2.045915221579961,1.7192564887226562e-18,1.4439999999999994e+39,1.4439999999999993e+31,9.627129408911996e+19
3.9e-05,0.001877473,1.0621150000000001,0.0017676739336135914,0.1,2.0444947064485084,1.7108742313376637e-18,1.5210000000000002e+39,1.521e+31,9.617507091463668e+19
3.9999999999999996e-05,0.0018928,1.0624,0.0017816265060240965,0.1,2.043076923076923,1.7025641025641022e-18,1.5999999999999994e+39,1.5999999999999994e+31,9.607894391523231e+19
4.1e-05,0.0019081529999999999,1.0626849999999999,0.0017955960609211574,0.1,2.041661863592699,1.6943251980022399e-18,1.6810000000000003e+39,1.681e+31,9.598291299477989e+19
4.2e-05,0.0019235320000000001,1.06297,0.0018095825846449103,0.1,2.0402495201535507,1.6861566282260747e-18,1.764e+39,1.7639999999999997e+31,9.588697805724846e+19
4.2999999999999995e-05,0.0019389370000000002,1.063255,0.0018235860635501362,0.1,2.0388398849472678,1.6780575184751177e-18,1.8489999999999998e+39,1.8489999999999996e+31,9.579113900670306e+19
4.4e-05,0.001954368,1.06354,0.0018376064840062436,0.1,2.0374329501915707,1.6700270083537463e-18,1.936e+39,1.9359999999999997e+31,9.569539574730467e+19
4.4999999999999996e-05,0.0019698249999999997,1.063825,0.0018516438323972456,0.1,2.0360287081339714,1.6620642515379359e-18,2.025e+39,2.0249999999999998e+31,9.559974818331e+19
4.6e-05,0.001985308,1.06411,0.001865698095121745,0.1,2.034627151051625,1.654168415489126e-18,2.116e+39,2.116e+31,9.550419621907146e+19
4.7e-05,0.002000817,1.064395,0.0018797692585929093,0.1,2.0332282712511938,1.6463386811750557e-18,2.2089999999999992e+39,2.208999999999999e+31,9.540873975903712e+19
4.8e-05,0.0020163520000000003,1.06468,0.0018938573092384568,0.1,2.031832061068702,1.6385742427973403e-18,2.3040000000000003e+39,2.304e+31,9.531337870775047e+19
4.9e-05,0.002031913,1.064965,0.0019079622335006318,0.1,2.0304385128693996,1.630874307525622e-18,2.4009999999999995e+39,2.4009999999999992e+31,9.521811296985049e+19
4.9999999999999996e-05,0.0020475000000000003,1.06525,0.0019220840178361888,0.1,2.029047619047619,1.6232380952380952e-18,2.4999999999999998e+39,2.4999999999999997e+31,9.51229424500714e+19
5.1e-05,0.0020631129999999997,1.0655350000000001,0.001936222648716372,0.1,2.027659372026642,1.6156648382682402e-18,2.6009999999999997e+39,2.6009999999999994e+31,9.50278670532427e+19
5.2e-05,0.002078752,1.06582,0.0019503781126268978,0.1,2.026273764258555,1.6081537811575832e-18,2.704e+39,2.7039999999999997e+31,9.493288668428896e+19
5.3e-05,0.002094417,1.0661049999999999,0.0019645503960679296,0.1,2.0248907882241216,1.6007041804143253e-18,2.809e+39,2.809e+31,9.483800124822982e+19
5.4e-05,0.0021101080000000003,1.0663900000000002,0.0019787394855540655,0.1,2.023510436432638,1.5933153042776675e-18,2.916e+39,2.9159999999999996e+31,9.474321065017983e+19
5.4999999999999995e-05,0.0021258249999999996,1.066675,0.001992945367614315,0.1,2.022132701421801,1.585986432487687e-18,3.025e+39,3.0249999999999995e+31,9.46485147953484e+19
5.6e-05,0.0021415680000000004,1.06696,0.0020071680287920826,0.1,2.0207575757575755,1.5787168560606056e-18,3.136e+39,3.136e+31,9.455391358903963e+19
5.6999999999999996e-05,0.0021573369999999996,1.067245,0.002021407455645142,0.1,2.0193850520340586,1.571505877069306e-18,3.2489999999999995e+39,3.248999999999999e+31,9.445940693665233e+19
5.8e-05,0.0021731320000000004,1.06753,0.002035663634745628,0.1,2.018015122873346,1.5643528084289504e-18,3.363999999999999e+39,3.363999999999999e+31,9.436499474367986e+19
5.9e-05,0.0021889529999999996,1.067815,0.002049936552680005,0.1,2.0166477809254015,1.5572569736875688e-18,3.4809999999999996e+39,3.4809999999999996e+31,9.427067691570997e+19
5.9999999999999995e-05,0.0022048000000000002,1.0681,0.002064226196049059,0.1,2.0152830188679247,1.5502177068214806e-18,3.599999999999999e+39,3.599999999999999e+31,9.417645335842487e+19
6.1e-05,0.002220673,1.068385,0.0020785325514678698,0.1,2.0139208294062203,1.5432343520354178e-18,3.721e+39,3.7209999999999996e+31,9.408232397760097e+19
6.2e-05,0.0022365720000000005,1.06867,0.002092855605565797,0.1,2.0125612052730695,1.5363062635672284e-18,3.844e+39,3.8439999999999993e+31,9.398828867910889e+19
6.3e-05,0.002252497,1.068955,0.0021071953449864587,0.1,2.0112041392285986,1.529432805497033e-18,3.969e+39,3.969e+31,9.389434736891332e+19
6.4e-05,0.002268448,1.06924,0.0021215517563877148,0.1,2.00984962406015,1.5226133515607199e-18,4.096e+39,4.096e+31,9.380049995307295e+19
6.5e-05,0.002284425,1.0695249999999998,0.002135924826441645,0.1,2.0084976525821596,1.5158472849676676e-18,4.224999999999999e+39,4.224999999999999e+31,9.370674633774034e+19
6.599999999999999e-05,0.0023004279999999998,1.0698100000000001,0.0021503145418345308,0.1,2.0071482176360225,1.5091339982225732e-18,4.355999999999999e+39,4.355999999999998e+31,9.361308642916188e+19
6.7e-05,0.0023164569999999996,1.070095,0.0021647208892668405,0.1,2.005801312089972,1.5024728929512897e-18,4.489000000000001e+39,4.489e+31,9.351952013367766e+19
6.8e-05,0.002332512000000001,1.0703799999999999,0.0021791438554532045,0.1,2.004456928838951,1.4958633797305603e-18,4.6240000000000006e+39,4.624e+31,9.342604735772135e+19
6.9e-05,0.002348593,1.070665,0.002193583427122396,0.1,2.00311506080449,1.489304877921554e-18,4.760999999999999e+39,4.760999999999999e+31,9.33326680078202e+19
7e-05,0.0023647,1.07095,0.0022080395910173208,0.1,2.0017757009345796,1.4827968155070962e-18,4.899999999999999e+39,4.899999999999999e+31,9.323938199059482e+19
7.099999999999999e-05,0.002380833,1.071235,0.0022225123338949905,0.1,2.000438842203548,1.4763386289325078e-18,5.041e+39,5.040999999999999e+31,9.314618921275921e+19
7.2e-05,0.002396992,1.07152,0.0022370016425265044,0.1,1.9991044776119402,1.469929762949956e-18,5.1839999999999994e+39,5.183999999999999e+31,9.305308958112057e+19
7.3e-05,0.002413177,1.0718050000000001,0.002251507503697034,0.1,1.9977726001863936,1.4635696704662221e-18,5.329e+39,5.328999999999999e+31,9.296008300257927e+19
7.4e-05,0.002429388,1.07209,0.0022660299042058037,0.1,1.9964432029795156,1.4572578123938068e-18,5.475999999999999e+39,5.475999999999999e+31,9.286716938412872e+19
7.5e-05,0.002445625,1.072375,0.002280568830866068,0.1,1.9951162790697676,1.4509936575052854e-18,5.625e+39,5.6249999999999995e+31,9.277434863285528e+19
7.599999999999999e-05,0.0024618879999999998,1.07266,0.002295124270505099,0.1,1.9937918215613382,1.4447766822908247e-18,5.775999999999998e+39,5.775999999999997e+31,9.268162065593822e+19
7.7e-05,0.002478177,1.072945,0.0023096962099641636,0.1,1.99246982358403,1.4386063708187941e-18,5.929000000000001e+39,5.929e+31,9.258898536064954e+19
7.8e-05,0.002494492,1.0732300000000001,0.002324284636098506,0.1,1.9911502782931356,1.432482214599378e-18,6.084000000000001e+39,6.084e+31,9.249644265435393e+19
7.9e-05,0.002510833,1.073515,0.00233888953577733,0.1,1.9898331788693235,1.4264037124511279e-18,6.241e+39,6.241e+31,9.240399244450867e+19
7.999999999999999e-05,0.0025272000000000003,1.0737999999999999,0.002353510895883778,0.1,1.9885185185185181,1.4203703703703699e-18,6.399999999999997e+39,6.399999999999997e+31,9.231163463866358e+19
8.099999999999999e-05,0.002543593,1.0740850000000002,0.002368148703314914,0.1,1.9872062904717858,1.4143817014034063e-18,6.560999999999998e+39,6.560999999999998e+31,9.22193691444608e+19
8.2e-05,0.002560012,1.07437,0.00238280294498171,0.1,1.9858964879852126,1.4084372255214272e-18,6.724000000000001e+39,6.724e+31,9.212719586963487e+19
8.3e-05,0.0025764570000000003,1.074655,0.002397473607809018,0.1,1.9845891043397967,1.4025364694980895e-18,6.888999999999999e+39,6.888999999999998e+31,9.203511472201246e+19
8.4e-05,0.0025929280000000004,1.07494,0.0024121606787355578,0.1,1.9832841328413282,1.3966789667896676e-18,7.056e+39,7.055999999999999e+31,9.194312560951247e+19
8.499999999999999e-05,0.0026094250000000003,1.075225,0.002426864144713897,0.1,1.9819815668202767,1.3908642574177378e-18,7.224999999999999e+39,7.224999999999998e+31,9.185122844014574e+19
8.599999999999999e-05,0.0026259480000000003,1.07551,0.0024415839927104353,0.1,1.9806813996316757,1.3850918878543187e-18,7.395999999999999e+39,7.395999999999998e+31,9.17594231220151e+19
8.7e-05,0.0026424969999999997,1.075795,0.0024563202097053803,0.1,1.979383624655014,1.3793614109094175e-18,7.569e+39,7.568999999999999e+31,9.166770956331522e+19
8.8e-05,0.002659072,1.0760800000000001,0.0024710727826927365,0.1,1.9780882352941178,1.3736723856209151e-18,7.744e+39,7.743999999999999e+31,9.157608767233257e+19
8.9e-05,0.002675673,1.076365,0.00248584169868028,0.1,1.9767952249770433,1.3680243771467428e-18,7.921e+39,7.920999999999999e+31,9.14845573574452e+19
8.999999999999999e-05,0.0026923000000000003,1.0766499999999999,0.002500626944689547,0.1,1.9755045871559629,1.3624169566592846e-18,8.1e+39,8.099999999999999e+31,9.139311852712282e+19
9.099999999999999e-05,0.002708953,1.076935,0.002515428507755807,0.1,1.9742163153070578,1.3568497012419642e-18,8.280999999999997e+39,8.280999999999997e+31,9.130177108992659e+19
9.2e-05,0.002725632,1.07722,0.0025302463749280555,0.1,1.972930402930403,1.351322193787947e-18,8.464e+39,8.464e+31,9.121051495450904e+19
9.3e-05,0.0027423370000000005,1.0775050000000002,0.002545080533268987,0.1,1.971646843549863,1.3458340229009306e-18,8.649000000000001e+39,8.649e+31,9.111935002961406e+19
9.4e-05,0.002759068,1.07779,0.002559930969854981,0.1,1.9703656307129798,1.3403847827979454e-18,8.835999999999997e+39,8.835999999999995e+31,9.10282762240767e+19
9.499999999999999e-05,0.0027758249999999996,1.078075,0.002574797671776082,0.1,1.9690867579908675,1.3349740732141477e-18,9.024999999999999e+39,9.024999999999998e+31,9.093729344682315e+19
9.6e-05,0.0027926080000000007,1.07836,0.002589680626135985,0.1,1.967810218978102,1.3296014993095282e-18,9.216000000000001e+39,9.216e+31,9.084640160687061e+19
9.7e-05,0.002809417,1.078645,0.0026045798200520095,0.1,1.9665360072926164,1.3242666715775195e-18,9.409000000000001e+39,9.409e+31,9.075560061332727e+19
9.8e-05,0.0028262520000000005,1.07893,0.002619495240655094,0.1,1.9652641165755917,1.3189692057554306e-18,9.603999999999998e+39,9.603999999999997e+31,9.06648903753921e+19
9.9e-05,0.002843113,1.0792149999999998,0.0026344268750897646,0.1,1.9639945404913555,1.3137087227366924e-18,9.801e+39,9.800999999999999e+31,9.057427080235485e+19
9.999999999999999e-05,0.0028600000000000006,1.0795000000000001,0.002649374710514127,0.1,1.9627272727272729,1.3084848484848484e-18,9.999999999999999e+39,9.999999999999999e+31,9.048374180359596e+19
0.000101,0.0028769129999999996,1.079785,0.0026643387340998434,0.1,1.961462306993642,1.3032972139492639e-18,1.0201000000000002e+40,1.0201000000000002e+32,9.039330328858642e+19
0.000102,0.002893852,1.0800699999999999,0.0026793189330321186,0.1,1.960199637023593,1.298145454982512e-18,1.0403999999999999e+40,1.0403999999999998e+32,9.030295516688767e+19
0.000103,0.0029108169999999996,1.080355,0.002694315294509675,0.1,1.9589392565729826,1.2930292122593945e-18,1.0608999999999999e+40,1.0608999999999998e+32,9.021269734815166e+19
0.000104,0.002927808,1.08064,0.0027093278057447436,0.1,1.9576811594202899,1.287948131197559e-18,1.0816e+40,1.0815999999999999e+32,9.012252974212048e+19
0.00010499999999999999,0.002944825,1.080925,0.002724356453963041,0.1,1.9564253393665156,1.2829018618796822e-18,1.1024999999999997e+40,1.1024999999999996e+32,9.003245225862657e+19
0.000106,0.002961868,1.08121,0.002739401226403751,0.1,1.9551717902350811,1.2778900589771774e-18,1.1236e+40,1.1236e+32,8.994246480759241e+19
0.000107,0.0029789370000000005,1.0814949999999999,0.0027544621103195123,0.1,1.9539205058717253,1.272912381675391e-18,1.1449e+40,1.1448999999999999e+32,8.985256729903055e+19
0.000108,0.0029960320000000005,1.08178,0.0027695390929763915,0.1,1.952671480144404,1.2679684936002622e-18,1.1664e+40,1.1663999999999998e+32,8.97627596430435e+19
0.00010899999999999999,0.003013153,1.082065,0.0027846321616538747,0.1,1.9514247069431923,1.263058062746403e-18,1.1880999999999998e+40,1.1880999999999997e+32,8.967304174982355e+19
0.00010999999999999999,0.0030302999999999992,1.08235,0.0027997413036448464,0.1,1.9501801801801804,1.2581807614065683e-18,1.21e+40,1.2099999999999998e+32,8.958341352965282e+19
0.000111,0.0030474730000000006,1.082635,0.0028148665062555714,0.1,1.948937893789379,1.2533362661024941e-18,1.2321e+40,1.2321e+32,8.94938748929031e+19
0.000112,0.0030646720000000005,1.08292,0.0028300077568056735,0.1,1.9476978417266186,1.2485242575170633e-18,1.2544e+40,1.2544e+32,8.940442575003573e+19
0.000113,0.0030818969999999997,1.083205,0.0028451650426281265,0.1,1.946460017969452,1.2437444204277646e-18,1.2768999999999997e+40,1.2768999999999997e+32,8.931506601160155e+19
0.00011399999999999999,0.003099147999999999,1.0834899999999998,0.0028603383510692297,0.1,1.9452244165170556,1.238996443641437e-18,1.2995999999999998e+40,1.2995999999999996e+32,8.922579558824083e+19
0.00011499999999999999,0.0031164249999999995,1.0837750000000002,0.0028755276694885923,0.1,1.9439910313901347,1.2342800199302441e-18,1.3224999999999999e+40,1.3224999999999997e+32,8.913661439068314e+19
0.000116,0.003133728000000001,1.08406,0.0028907329852591195,0.1,1.9427598566308242,1.229594845968876e-18,1.3455999999999997e+40,1.3455999999999996e+32,8.904752232974726e+19
0.000117,0.003151057,1.084345,0.002905954285766984,0.1,1.941530886302596,1.2249406222729309e-18,1.3688999999999998e+40,1.3688999999999997e+32,8.895851931634113e+19
0.000118,0.0031684119999999994,1.08463,0.002921191558411624,0.1,1.9403041144901612,1.2203170531384663e-18,1.3923999999999998e+40,1.3923999999999998e+32,8.886960526146173e+19
0.00011899999999999999,0.003185793,1.084915,0.0029364447906057157,0.1,1.9390795352993746,1.2157238465826802e-18,1.4161e+40,1.4160999999999997e+32,8.8780780076195e+19
0.00011999999999999999,0.0032032000000000002,1.0852,0.0029517139697751572,0.1,1.937857142857143,1.2111607142857142e-18,1.4399999999999997e+40,1.4399999999999996e+32,8.869204367171574e+19
0.000121,0.003220633,1.085485,0.0029669990833590515,0.1,1.9366369313113292,1.2066273715335385e-18,1.4641e+40,1.4641e+32,8.860339595928756e+19
0.000122,0.0032380919999999993,1.08577,0.0029823001188096923,0.1,1.9354188948306597,1.2021235371619001e-18,1.4884e+40,1.4883999999999998e+32,8.851483685026272e+19
0.00012299999999999998,0.003255576999999999,1.086055,0.002997617063592543,0.1,1.9342030276046305,1.1976489335013193e-18,1.5128999999999998e+40,1.5128999999999995e+32,8.84263662560821e+19
0.000124,0.0032730880000000004,1.08634,0.0030129499051862216,0.1,1.9329893238434164,1.1932032863230964e-18,1.5376e+40,1.5375999999999997e+32,8.833798408827509e+19
0.000125,0.003290625,1.086625,0.0030282986310824806,0.1,1.9317777777777776,1.1887863247863245e-18,1.5625e+40,1.5625e+32,8.824969025845954e+19
0.000126,0.0033081879999999997,1.0869099999999998,0.003043663228786192,0.1,1.9305683836589698,1.1843977813858709e-18,1.5876e+40,1.5876e+32,8.81614846783416e+19
0.000127,0.0033257769999999994,1.0871950000000001,0.003059043685815331,0.1,1.9293611357586515,1.180037391901316e-18,1.6129e+40,1.6129e+32,8.80733672597157e+19
0.000128,0.0033433920000000006,1.08748,0.0030744399897009605,0.1,1.9281560283687942,1.1757048953468256e-18,1.6384e+40,1.6384e+32,8.798533791446437e+19
0.000129,0.0033610330000000007,1.0877649999999999,0.0030898521279872043,0.1,1.9269530558015942,1.1714000339219418e-18,1.6640999999999993e+40,1.664099999999999e+32,8.789739655455831e+19
0.00013,0.0033786999999999997,1.08805,0.0031052800882312393,0.1,1.9257522123893807,1.1671225529632608e-18,1.6899999999999996e+40,1.6899999999999995e+32,8.780954309205613e+19
0.00013099999999999999,0.0033963929999999997,1.088335,0.0031207238580032797,0.1,1.9245534924845271,1.1628722008969956e-18,1.7160999999999998e+40,1.7160999999999993e+32,8.772177743910435e+19
0.00013199999999999998,0.0034141119999999995,1.08862,0.0031361834248865533,0.1,1.923356890459364,1.1586487291923877e-18,1.7423999999999995e+40,1.7423999999999993e+32,8.763409950793733e+19
0.000133,0.003431857,1.088905,0.003151658776477287,0.1,1.92216240070609,1.15445189231597e-18,1.7689000000000004e+40,1.7689e+32,8.754650921087712e+19
0.000134,0.0034496279999999993,1.08919,0.0031671499003846884,0.1,1.9209700176366846,1.1502814476866374e-18,1.7956000000000004e+40,1.7956e+32,8.74590064603334e+19
0.000135,0.0034674250000000005,1.089475,0.0031826567842309374,0.1,1.9197797356828192,1.1461371556315338e-18,1.8225000000000003e+40,1.8225000000000002e+32,8.737159116880344e+19
0.000136,0.003485248000000001,1.08976,0.0031981794156511535,0.1,1.9185915492957746,1.1420187793427228e-18,1.8496000000000003e+40,1.8496e+32,8.728426324887193e+19
0.000137,0.0035030970000000006,1.090045,0.0032137177822933924,0.1,1.91740545294635,1.137926084834629e-18,1.8768999999999995e+40,1.8768999999999994e+32,8.719702261321096e+19
0.000138,0.003520972,1.09033,0.0032292718718186235,0.1,1.9162214411247804,1.1338588409022368e-18,1.9043999999999996e+40,1.9043999999999995e+32,8.710986917457984e+19
0.000139,0.003538873,1.0906150000000001,0.0032448416719007165,0.1,1.91503950834065,1.1298168190800295e-18,1.9320999999999996e+40,1.9320999999999995e+32,8.702280284582517e+19
0.00014,0.0035567999999999993,1.0909,0.003260427170226418,0.1,1.913859649122807,1.1257997936016512e-18,1.9599999999999997e+40,1.9599999999999996e+32,8.693582353988059e+19
0.00014099999999999998,0.003574753,1.0911849999999998,0.0032760283544953426,0.1,1.912681858019281,1.121807541360282e-18,1.9880999999999996e+40,1.9880999999999995e+32,8.684893116976679e+19
0.00014199999999999998,0.0035927319999999995,1.0914700000000002,0.0032916452124199464,0.1,1.9115061295971982,1.1178398418697064e-18,2.0164e+40,2.0163999999999996e+32,8.67621256485914e+19
0.000143,0.0036107369999999993,1.091755,0.003307277731725524,0.1,1.9103324584426946,1.113896477226061e-18,2.0449000000000006e+40,2.0449000000000005e+32,8.667540688954889e+19
0.000144,0.003628768,1.09204,0.003322925900150178,0.1,1.9091608391608392,1.1099772320702551e-18,2.0735999999999998e+40,2.0735999999999995e+32,8.65887748059205e+19
0.000145,0.003646825000000001,1.092325,0.0033385897054448092,0.1,1.9079912663755458,1.1060818935510408e-18,2.1025e+40,2.1024999999999996e+32,8.650222931107412e+19
0.000146,0.003664908,1.09261,0.0033542691353730973,0.1,1.9068237347294943,1.102210251288725e-18,2.1316e+40,2.1315999999999996e+32,8.641577031846429e+19
0.000147,0.003683017,1.092895,0.003369964177711491,0.1,1.9056582388840453,1.0983620973395072e-18,2.1608999999999996e+40,2.1608999999999997e+32,8.632939774163195e+19
0.000148,0.003701152,1.09318,0.003385674820249181,0.1,1.904494773519164,1.094537226160439e-18,2.1903999999999997e+40,2.1903999999999996e+32,8.624311149420456e+19
0.000149,0.0037193130000000006,1.0934650000000001,0.0034014010507880913,0.1,1.9033333333333335,1.090735434574976e-18,2.2201e+40,2.2200999999999996e+32,8.615691148989583e+19
0.00015,0.0037375,1.09375,0.003417142857142857,0.1,1.9021739130434785,1.0869565217391306e-18,2.25e+40,2.2499999999999998e+32,8.607079764250578e+19
0.00015099999999999998,0.003755713,1.094035,0.003432900227140813,0.1,1.9010165073848828,1.0832002891081952e-18,2.280099999999999e+40,2.280099999999999e+32,8.598476986592054e+19
0.00015199999999999998,0.003773951999999999,1.09432,0.0034486731486219743,0.1,1.8998611111111112,1.0794665404040407e-18,2.310399999999999e+40,2.310399999999999e+32,8.589882807411235e+19
0.000153,0.0037922170000000005,1.094605,0.0034644616094390217,0.1,1.898707718993929,1.0757550815829624e-18,2.3409e+40,2.3409e+32,8.581297218113937e+19
0.000154,0.0038105079999999993,1.0948900000000001,0.003480265597457278,0.1,1.897556325823224,1.0720657208040811e-18,2.3716000000000004e+40,2.3716e+32,8.572720210114575e+19
0.000155,0.0038288249999999997,1.095175,0.0034960851005547055,0.1,1.8964069264069263,1.0683982683982683e-18,2.4025000000000003e+40,2.4025e+32,8.564151774836135e+19
0.000156,0.0038471679999999993,1.0954599999999999,0.0035119201066218754,0.1,1.8952595155709342,1.0647525368376035e-18,2.4336000000000003e+40,2.4336e+32,8.555591903710185e+19
0.000157,0.003865537000000001,1.0957450000000002,0.0035277706035619603,0.1,1.8941140881590324,1.06112834070534e-18,2.4649e+40,2.4649e+32,8.547040588176851e+19
0.000158,0.003883932,1.09603,0.003543636579290713,0.1,1.8929706390328154,1.0575254966663773e-18,2.4964e+40,2.4964e+32,8.538497819684816e+19
0.000159,0.0039023530000000003,1.096315,0.003559518021736454,0.1,1.8918291630716133,1.0539438234382247e-18,2.5280999999999994e+40,2.528099999999999e+32,8.529963589691315e+19
0.00015999999999999999,0.0039207999999999995,1.0966,0.0035754149188400503,0.1,1.890689655172414,1.0503831417624524e-18,2.559999999999999e+40,2.559999999999999e+32,8.521437889662114e+19
0.00016099999999999998,0.003939273,1.096885,0.0035913272585549076,0.1,1.8895521102497848,1.046843274376612e-18,2.592099999999999e+40,2.592099999999999e+32,8.512920711071511e+19
0.00016199999999999998,0.003957772,1.09717,0.003607255028846943,0.1,1.8884165232358003,1.0433240459866298e-18,2.624399999999999e+40,2.6243999999999993e+32,8.50441204540233e+19
0.000163,0.003976297,1.0974549999999998,0.0036231982176945757,0.1,1.8872828890799653,1.0398252832396504e-18,2.6569000000000004e+40,2.6569e+32,8.495911884145903e+19
0.000164,0.003994848,1.09774,0.0036391568130887094,0.1,1.886151202749141,1.0363468146973304e-18,2.6896000000000004e+40,2.6896e+32,8.487420218802068e+19
0.000165,0.004013425,1.098025,0.003655130803032718,0.1,1.8850214592274679,1.0328884708095715e-18,2.7225e+40,2.7225e+32,8.478937040879159e+19
0.000166,0.004032028,1.0983100000000001,0.003671120175542424,0.1,1.8838936535162953,1.0294500838886858e-18,2.7555999999999997e+40,2.755599999999999e+32,8.470462341893997e+19
0.000167,0.004050657,1.098595,0.003687124918646089,0.1,1.8827677806341045,1.0260314880839806e-18,2.7888999999999994e+40,2.7888999999999994e+32,8.461996113371883e+19
0.000168,0.004069312,1.0988799999999999,0.0037031450203843922,0.1,1.8816438356164382,1.02263251935676e-18,2.8224e+40,2.8223999999999994e+32,8.453538346846588e+19
0.000169,0.004087993,1.099165,0.0037191804688104153,0.1,1.8805218135158253,1.0192530154557317e-18,2.8560999999999996e+40,2.8560999999999993e+32,8.445089033860343e+19
0.00016999999999999999,0.0041067000000000005,1.09945,0.0037352312519896313,0.1,1.8794017094017095,1.015892815892816e-18,2.8899999999999995e+40,2.8899999999999993e+32,8.436648165963837e+19
0.00017099999999999998,0.004125433,1.099735,0.0037512973579998826,0.1,1.8782835183603754,1.0125517619193398e-18,2.9240999999999997e+40,2.9240999999999994e+32,8.4282157347162e+19
0.00017199999999999998,0.004144192,1.10002,0.003767378774931365,0.1,1.8771672354948807,1.009229696502624e-18,2.9583999999999997e+40,2.9583999999999994e+32,8.419791731684999e+19
0.000173,0.004162977,1.100305,0.0037834754908866175,0.1,1.8760528559249787,1.0059264643029375e-18,2.9929e+40,2.9928999999999995e+32,8.411376148446233e+19
0.000174,0.004181788,1.10059,0.003799587493980501,0.1,1.8749403747870528,1.0026419116508302e-18,3.0276e+40,3.0275999999999997e+32,8.402968976584314e+19
0.000175,0.004200625,1.1008749999999998,0.003815714772340185,0.1,1.8738297872340421,9.993758865248225e-19,3.0625e+40,3.0624999999999994e+32,8.394570207692074e+19
0.000176,0.0042194879999999995,1.1011600000000001,0.0038318573141051244,0.1,1.8727210884353744,9.961282385294543e-19,3.0976e+40,3.0975999999999995e+32,8.38617983337074e+19
0.000177,0.004238377000000001,1.101445,0.0038480151074270622,0.1,1.8716142735768904,9.92898818873682e-19,3.1328999999999995e+40,3.1328999999999995e+32,8.377797845229938e+19
0.000178,0.004257292,1.1017299999999999,0.0038641881404699887,0.1,1.8705093378607809,9.896874803496196e-19,3.1684e+40,3.1683999999999997e+32,8.369424234887681e+19
0.000179,0.004276233000000001,1.102015,0.003880376401410145,0.1,1.869406276505513,9.864940773116164e-19,3.2041e+40,3.2041e+32,8.361058993970355e+19
0.00017999999999999998,0.0042952,1.1023,0.003896579878435997,0.1,1.868305084745763,9.833184656556646e-19,3.24e+40,3.2399999999999996e+32,8.35270211411272e+19
0.00018099999999999998,0.004314193,1.102585,0.003912798559748228,0.1,1.8672057578323453,9.801605027991314e-19,3.2760999999999986e+40,3.2760999999999984e+32,8.344353586957895e+19
0.00018199999999999998,0.0043332119999999995,1.10287,0.003929032433559712,0.1,1.866108291032149,9.770200476608109e-19,3.312399999999999e+40,3.312399999999999e+32,8.336013404157352e+19
0.000183,0.004352257,1.1031549999999999,0.003945281488095509,0.1,1.865012679628064,9.738969606412866e-19,3.3489e+40,3.3489e+32,8.32768155737091e+19
