time,ip
-0.8839999999999999,-0.0023187334
-0.8835,-0.0018549867
-0.8829999999999999,0.00046374666
-0.8825,0.00046374666
-0.8819999999999999,-0.00015458222
-0.8815,0.00046374666
-0.8809999999999999,0.0023187334
-0.8805,-0.0038645554
-0.8799999999999999,-0.00015458222
-0.8795,-0.00139124
-0.879,0.0
-0.8785,-0.00061832886
-0.8779999999999999,0.0
-0.8775,0.0009274933
-0.877,0.0009274933
-0.8765,-0.00061832886
-0.8759999999999999,-0.00061832886
-0.8755,-0.00061832886
-0.875,-0.00061832886
-0.8745,-0.0009274933
-0.8739999999999999,-0.0023187334
-0.8735,-0.002164151
-0.873,-0.00061832886
-0.8724999999999998,-0.0007729111
-0.8719999999999999,0.00015458222
-0.8714999999999999,0.0007729111
-0.871,-0.0010820755
-0.8704999999999999,-0.0029370622
-0.8699999999999999,0.0023187334
-0.8694999999999999,0.0047920486
-0.869,-0.0007729111
-0.8684999999999999,-0.0007729111
-0.8679999999999999,0.0020095687
-0.8674999999999999,-0.00015458222
-0.867,-0.0017004044
-0.8664999999999999,0.0
-0.866,0.0023187334
-0.8654999999999999,0.0015458222
-0.865,0.0007729111
-0.8644999999999999,0.0012366577
-0.864,-0.0015458222
-0.8634999999999999,-0.0012366577
-0.863,-0.0012366577
-0.8624999999999999,0.0007729111
-0.862,-0.0035553912
-0.8614999999999999,0.0015458222
-0.861,0.00061832886
-0.8604999999999999,-0.0030916445
-0.86,-0.00046374666
-0.8594999999999999,-0.0007729111
-0.859,-0.00046374666
-0.8584999999999999,0.00139124
-0.858,-0.00015458222
-0.8574999999999999,0.00046374666
-0.857,-0.00046374666
-0.8564999999999999,-0.00046374666
-0.856,-0.00015458222
-0.8554999999999999,-0.00046374666
-0.855,0.0010820755
-0.8544999999999999,-0.00139124
-0.854,-0.00015458222
-0.8534999999999999,-0.0012366577
-0.853,-0.00046374666
-0.8524999999999999,-0.0009274933
-0.852,-0.00061832886
-0.8514999999999999,0.0009274933
-0.851,-0.002164151
-0.8504999999999999,-0.002164151
-0.85,0.0015458222
-0.8494999999999999,0.0018549867
-0.849,0.0015458222
-0.8484999999999999,-0.00061832886
-0.848,0.004328302
-0.8474999999999999,0.0075745285
-0.847,0.011284502
-0.8464999999999999,0.014066982
-0.846,0.01870445
-0.8454999999999999,0.016231133
-0.845,0.017158628
-0.8444999999999999,0.017158628
-0.844,0.01870445
-0.8434999999999999,0.017776955
-0.843,0.018395286
-0.8424999999999999,0.023960244
-0.842,0.022414422
-0.8414999999999999,0.024269408
-0.841,0.024733156
-0.8404999999999999,0.02303275
-0.84,0.026897307
-0.8394999999999999,0.027206471
-0.839,0.027206471
-0.8384999999999999,0.028133964
-0.838,0.028133964
-0.8374999999999999,0.031225607
-0.837,0.029370623
-0.8364999999999999,0.02859771
-0.836,0.023805663
-0.8354999999999999,0.021641511
-0.835,0.020559436
-0.8344999999999999,0.021641511
-0.834,0.017004045
-0.8334999999999999,0.016231133
-0.833,0.012675743
-0.8324999999999999,0.013448654
-0.832,0.009120352
-0.8314999999999999,0.009429514
-0.831,0.010357009
-0.8304999999999999,0.009738681
-0.83,0.009738681
-0.8294999999999999,0.006647036
-0.829,0.006647036
-0.8284999999999999,0.0037099733
-0.828,0.004328302
-0.8274999999999999,0.005719542
-0.827,0.0052557955
-0.8264999999999999,0.006492453
-0.826,0.006183289
-0.8254999999999999,0.004328302
-0.825,0.005719542
-0.8244999999999999,0.006183289
-0.824,0.0024733155
-0.8234999999999999,0.00278248
-0.823,0.006492453
-0.8224999999999999,0.0052557955
-0.822,0.00556496
-0.8214999999999999,0.0044828844
-0.821,0.0044828844
-0.8204999999999999,0.0072653648
-0.82,0.00139124
-0.8194999999999999,0.0029370622
-0.819,0.0023187334
-0.8185,0.0010820755
-0.818,0.0044828844
-0.8174999999999999,0.0035553912
-0.817,0.0010820755
-0.8165,0.009120352
-0.816,0.0
-0.8154999999999999,0.0072653648
-0.815,0.0044828844
-0.8145,0.0032462266
-0.814,0.0018549867
-0.8134999999999999,0.0009274933
-0.813,0.004946631
-0.8125,-0.0012366577
-0.812,-0.00030916443
-0.8114999999999999,0.002164151
-0.811,0.003400809
-0.8105,0.0040191375
-0.8099999999999998,0.0052557955
-0.8094999999999999,0.0029370622
-0.8089999999999999,0.0032462266
-0.8085,0.0040191375
-0.8079999999999999,0.0010820755
-0.8074999999999999,0.0026278978
-0.8069999999999999,0.0029370622
-0.8065,0.0017004044
-0.8059999999999999,0.0044828844
-0.8054999999999999,0.00046374666
-0.8049999999999999,0.0035553912
-0.8045,0.005410378
-0.8039999999999999,0.0023187334
-0.8034999999999999,0.00061832886
-0.8029999999999999,0.0037099733
-0.8025,0.0018549867
-0.8019999999999999,0.004328302
-0.8014999999999999,0.0074199466
-0.8009999999999999,0.004946631
-0.8005,0.0037099733
-0.7999999999999999,0.0015458222
-0.7994999999999999,0.00278248
-0.7989999999999999,0.004328302
-0.7985,0.0038645554
-0.7979999999999999,0.0009274933
-0.7974999999999999,0.00139124
-0.7969999999999999,0.00278248
-0.7965,0.0044828844
-0.7959999999999999,0.0038645554
-0.7954999999999999,0.005101213
-0.7949999999999999,-0.0017004044
-0.7945,-0.00015458222
-0.7939999999999999,0.0035553912
-0.7935,0.0023187334
-0.7929999999999999,-0.0044828844
-0.7925,0.0029370622
-0.7919999999999999,0.0023187334
-0.7915,0.003400809
-0.7909999999999999,0.004946631
-0.7905,0.0032462266
-0.7899999999999999,-0.00139124
-0.7895,0.0037099733
-0.7889999999999999,0.002164151
-0.7885,0.004328302
-0.7879999999999999,0.0018549867
-0.7875,0.0012366577
-0.7869999999999999,0.0018549867
-0.7865,-0.0015458222
-0.7859999999999999,0.0009274933
-0.7855,0.0026278978
-0.7849999999999999,0.0030916445
-0.7845,0.00030916443
-0.7839999999999999,0.0029370622
-0.7835,0.0030916445
-0.7829999999999999,0.0026278978
-0.7825,-0.0020095687
-0.7819999999999999,0.0010820755
-0.7815,0.0035553912
-0.7809999999999999,0.0010820755
-0.7805,0.005410378
-0.7799999999999999,0.0030916445
-0.7795,0.0010820755
-0.7789999999999999,0.00061832886
-0.7785,-0.0032462266
-0.7779999999999999,0.00046374666
-0.7775,0.0037099733
-0.7769999999999999,0.0032462266
-0.7765,0.0046374667
-0.7759999999999999,0.0007729111
-0.7755,0.0015458222
-0.7749999999999999,-0.002164151
-0.7745,0.0040191375
-0.7739999999999999,-0.0009274933
-0.7735,-0.0023187334
-0.7729999999999999,-0.0009274933
-0.7725,0.0007729111
-0.7719999999999999,0.00278248
-0.7715,0.0015458222
-0.7709999999999999,0.0026278978
-0.7705,-0.00046374666
-0.7699999999999999,0.0041737203
-0.7695,0.00139124
-0.7689999999999999,0.00139124
-0.7685,0.00046374666
-0.7679999999999999,0.00139124
-0.7675,0.0029370622
-0.7669999999999999,0.0020095687
-0.7665,0.0044828844
-0.7659999999999999,0.0009274933
-0.7655,0.0
-0.7649999999999999,0.0046374667
-0.7645,0.0018549867
-0.7639999999999999,0.0018549867
-0.7635,0.0018549867
-0.7629999999999999,0.0007729111
-0.7625,0.003400809
-0.762,0.003400809
-0.7615,0.0009274933
-0.7609999999999999,0.00139124
-0.7605,0.00030916443
-0.76,0.0020095687
-0.7595,0.0029370622
-0.7589999999999999,-0.0015458222
-0.7585,0.00015458222
-0.758,0.0038645554
-0.7575,0.00046374666
-0.7569999999999999,-0.0020095687
-0.7565,0.00046374666
-0.756,0.0047920486
-0.7555,0.0035553912
-0.7549999999999999,0.0032462266
-0.7545,0.00046374666
-0.754,0.0024733155
-0.7535,0.0020095687
-0.7529999999999999,-0.00061832886
-0.7525,0.0037099733
-0.752,0.0037099733
-0.7515,0.0015458222
-0.7509999999999999,0.003400809
-0.7505,0.0040191375
-0.75,0.004328302
-0.7495,0.0012366577
-0.7489999999999999,0.0032462266
-0.7485,0.0009274933
-0.748,0.00015458222
-0.7474999999999998,0.00278248
-0.7469999999999999,0.0026278978
-0.7464999999999999,-0.00046374666
-0.746,0.0038645554
-0.7454999999999999,0.0026278978
-0.7449999999999999,0.00046374666
-0.7444999999999999,-0.00046374666
-0.744,0.0010820755
-0.7434999999999999,0.0035553912
-0.7429999999999999,-0.00046374666
-0.7424999999999999,0.0029370622
-0.742,0.0020095687
-0.7414999999999999,0.0010820755
-0.7409999999999999,0.0017004044
-0.7404999999999999,0.0072653648
-0.74,-0.0009274933
-0.7394999999999999,0.0018549867
-0.7389999999999999,-0.00030916443
-0.7384999999999999,0.004328302
-0.738,0.0018549867
-0.7374999999999999,0.0015458222
-0.7369999999999999,0.0046374667
-0.7364999999999999,0.003400809
-0.736,0.0007729111
-0.7354999999999999,0.00139124
-0.7349999999999999,0.0009274933
-0.7344999999999999,0.002164151
-0.734,0.0038645554
-0.7334999999999999,0.00015458222
-0.7329999999999999,0.0038645554
-0.7324999999999999,-0.00046374666
-0.732,-0.0020095687
-0.7314999999999999,0.0020095687
-0.7309999999999999,0.0029370622
-0.7304999999999999,0.00139124
-0.73,0.00139124
-0.7294999999999999,0.0020095687
-0.729,0.0044828844
-0.7284999999999999,0.00046374666
-0.728,0.00061832886
-0.7274999999999999,-0.0017004044
-0.727,0.00061832886
-0.7264999999999999,0.0015458222
-0.726,0.0015458222
-0.7254999999999999,0.0040191375
-0.725,-0.0009274933
-0.7244999999999999,0.0018549867
-0.724,0.00030916443
-0.7234999999999999,-0.0017004044
-0.723,-0.00061832886
-0.7224999999999999,0.00139124
-0.722,0.00278248
-0.7214999999999999,0.0038645554
-0.721,0.0032462266
-0.7204999999999999,-0.0035553912
-0.72,0.00015458222
-0.7194999999999999,0.0020095687
-0.719,-0.0023187334
-0.7184999999999999,-0.0029370622
-0.718,0.00061832886
-0.7174999999999999,0.0035553912
-0.717,0.0020095687
-0.7164999999999999,0.0
-0.716,-0.00139124
-0.7154999999999999,0.0023187334
-0.715,0.0012366577
-0.7144999999999999,0.006183289
-0.714,0.0007729111
-0.7134999999999999,0.0018549867
-0.713,0.0015458222
-0.7124999999999999,0.004328302
-0.712,0.0009274933
-0.7114999999999999,0.0040191375
-0.711,0.00030916443
-0.7104999999999999,-0.003400809
-0.71,0.00139124
-0.7094999999999999,-0.0009274933
-0.709,0.00030916443
-0.7084999999999999,-0.0020095687
-0.708,-0.00015458222
-0.7074999999999999,0.0020095687
-0.707,0.00061832886
-0.7064999999999999,-0.0032462266
-0.706,-0.00046374666
-0.7054999999999999,0.0035553912
-0.705,0.0029370622
-0.7044999999999999,0.00139124
-0.704,-0.00015458222
-0.7034999999999999,-0.0012366577
-0.703,-0.0020095687
-0.7024999999999999,-0.0029370622
-0.702,0.0024733155
-0.7014999999999999,0.0012366577
-0.701,0.003400809
-0.7004999999999999,0.00278248
-0.7,0.00030916443
-0.6994999999999999,0.0040191375
-0.699,-0.0015458222
-0.6984999999999999,0.002164151
-0.698,-0.00030916443
-0.6975,0.00030916443
-0.697,0.0026278978
-0.6964999999999999,0.002164151
-0.696,0.0044828844
-0.6955,0.0026278978
-0.695,0.00139124
-0.6944999999999999,0.00139124
-0.694,-0.004328302
-0.6935,0.00061832886
-0.693,0.0029370622
-0.6924999999999999,-0.00015458222
-0.692,0.00046374666
-0.6915,-0.00046374666
-0.691,0.0012366577
-0.6904999999999999,0.0044828844
-0.69,0.0024733155
-0.6895,-0.00061832886
-0.689,0.0012366577
-0.6884999999999999,0.003400809
-0.688,0.004328302
-0.6875,0.0015458222
-0.687,-0.0009274933
-0.6864999999999999,0.0009274933
-0.686,0.002164151
-0.6855,-0.0015458222
-0.6849999999999998,0.00030916443
-0.6844999999999999,0.0007729111
-0.6839999999999999,0.005101213
-0.6835,0.008038275
-0.6829999999999999,0.0020095687
-0.6824999999999999,0.0063378713
-0.6819999999999999,0.00015458222
-0.6815,0.0020095687
-0.6809999999999999,0.0023187334
-0.6804999999999999,0.00139124
-0.6799999999999999,0.0035553912
-0.6795,0.00046374666
-0.6789999999999999,0.0023187334
-0.6784999999999999,-0.0007729111
-0.6779999999999999,-0.0026278978
-0.6775,0.0012366577
-0.6769999999999999,0.0012366577
-0.6764999999999999,-0.0009274933
-0.6759999999999999,0.0024733155
-0.6755,0.0012366577
-0.6749999999999999,-0.00061832886
-0.6744999999999999,0.0007729111
-0.6739999999999999,0.0015458222
-0.6735,0.0018549867
-0.6729999999999999,-0.0046374667
-0.6724999999999999,0.0046374667
-0.6719999999999999,0.005719542
-0.6715,0.0038645554
-0.6709999999999999,0.0007729111
-0.6704999999999999,0.00015458222
-0.6699999999999999,-0.0009274933
-0.6695,0.0044828844
-0.6689999999999999,0.0023187334
-0.6684999999999999,-0.00139124
-0.6679999999999999,0.0010820755
-0.6675,0.0020095687
-0.6669999999999999,0.0020095687
-0.6664999999999999,0.0023187334
-0.6659999999999999,-0.00139124
-0.6655,0.00046374666
-0.6649999999999999,0.0035553912
-0.6644999999999999,-0.0012366577
-0.6639999999999999,0.0040191375
-0.6635,0.0020095687
-0.6629999999999999,0.0018549867
-0.6624999999999999,0.0024733155
-0.6619999999999999,0.00139124
-0.6615,0.0009274933
-0.6609999999999999,0.0015458222
-0.6604999999999999,-0.0010820755
-0.6599999999999999,-0.0009274933
-0.6595,0.0015458222
-0.6589999999999999,-0.00030916443
-0.6584999999999999,0.0015458222
-0.6579999999999999,0.00030916443
-0.6575,0.00061832886
-0.6569999999999999,0.00046374666
-0.6564999999999999,-0.00046374666
-0.6559999999999999,-0.0026278978
-0.6555,0.00046374666
-0.6549999999999999,0.00015458222
-0.6544999999999999,0.0032462266
-0.6539999999999999,-0.00139124
-0.6535,0.0069561996
-0.6529999999999999,0.0035553912
-0.6524999999999999,0.0
-0.6519999999999999,-0.0012366577
-0.6515,-0.00061832886
-0.6509999999999999,-0.00030916443
-0.6505,0.004328302
-0.6499999999999999,-0.003400809
-0.6495,-0.0009274933
-0.649,-0.00030916443
-0.6485,0.00030916443
-0.6479999999999999,0.0018549867
-0.6475,-0.0023187334
-0.647,-0.0009274933
-0.6465,-0.00030916443
-0.6459999999999999,-0.003400809
-0.6455,0.0026278978
-0.645,0.0015458222
-0.6445,-0.0029370622
-0.6439999999999999,-0.00046374666
-0.6435,-0.0044828844
-0.643,-0.00046374666
-0.6425,-0.0029370622
-0.6419999999999999,-0.0032462266
-0.6415,-0.0032462266
-0.641,-0.0069561996
-0.6405,-0.0029370622
-0.6399999999999999,-0.0041737203
-0.6395,-0.0012366577
-0.639,-0.006183289
-0.6385,0.0
-0.6379999999999999,-0.0017004044
-0.6375,-0.00556496
-0.637,-0.0037099733
-0.6365,-0.0030916445
-0.6359999999999999,-0.002164151
-0.6355,-0.006183289
-0.635,-0.008965769
-0.6345,-0.009584097
-0.6339999999999999,-0.009584097
-0.6335,-0.0047920486
-0.633,-0.0071107824
-0.6325,-0.006492453
-0.6319999999999999,-0.005410378
-0.6315,-0.005101213
-0.631,-0.005410378
-0.6305,-0.008192858
-0.6299999999999999,-0.010357009
-0.6295,-0.0069561996
-0.629,-0.0063378713
-0.6285,-0.0075745285
-0.6279999999999999,-0.006183289
-0.6275,-0.009429514
-0.627,-0.012521159
-0.6265,-0.011284502
-0.6259999999999999,-0.0071107824
-0.6255,-0.008038275
-0.625,-0.00556496
-0.6245,-0.010202426
-0.6239999999999999,-0.008965769
-0.6235,-0.006492453
-0.623,-0.009120352
-0.6224999999999998,-0.0071107824
-0.6219999999999999,-0.012830325
-0.6214999999999999,-0.007729111
-0.621,-0.0071107824
-0.6204999999999999,-0.0083474405
-0.6199999999999999,-0.008502022
-0.6194999999999999,-0.010357009
-0.619,-0.0063378713
-0.6184999999999999,-0.0092749335
-0.6179999999999999,-0.01684946
-0.6174999999999999,-0.008502022
-0.617,-0.009429514
-0.6164999999999999,-0.007883694
-0.6159999999999999,-0.009893262
-0.6154999999999999,-0.009893262
-0.615,-0.010511591
-0.6144999999999999,-0.0075745285
-0.6139999999999999,-0.011284502
-0.6134999999999999,-0.01112992
-0.613,-0.0071107824
-0.6124999999999999,-0.011439084
-0.6119999999999999,-0.0071107824
-0.6114999999999999,-0.009584097
-0.611,-0.017004045
-0.6104999999999999,-0.015767388
-0.6099999999999999,-0.012057413
-0.6094999999999999,-0.010202426
-0.609,-0.010820756
-0.6084999999999999,-0.009584097
-0.6079999999999999,-0.008502022
-0.6074999999999999,-0.010975338
-0.607,-0.010975338
-0.6064999999999999,-0.010975338
-0.6059999999999999,-0.011284502
-0.6054999999999999,-0.017158628
-0.605,-0.0119028315
-0.6044999999999999,-0.0119028315
-0.6039999999999999,-0.007883694
-0.6034999999999999,-0.012521159
-0.603,-0.012521159
-0.6024999999999999,-0.008656604
-0.6019999999999999,-0.012830325
-0.6014999999999999,-0.010357009
-0.601,-0.012366578
-0.6004999999999999,-0.010511591
-0.5999999999999999,-0.008656604
-0.5994999999999999,-0.009738681
-0.599,-0.011439084
-0.5984999999999999,-0.012984906
-0.5979999999999999,-0.012675743
-0.5974999999999999,-0.011439084
-0.597,-0.016385715
-0.5964999999999999,-0.009120352
-0.5959999999999999,-0.012211996
-0.5954999999999999,-0.011593667
-0.595,-0.012211996
-0.5944999999999999,-0.014994475
-0.5939999999999999,-0.013757817
-0.5934999999999999,-0.009429514
-0.593,-0.012521159
-0.5924999999999999,-0.017776955
-0.5919999999999999,-0.012830325
-0.5914999999999999,-0.021796094
-0.591,-0.014994475
-0.5904999999999999,-0.012521159
-0.5899999999999999,-0.014994475
-0.5894999999999999,-0.010666173
-0.589,-0.013139488
-0.5884999999999999,-0.014376147
-0.5879999999999999,-0.008656604
-0.5874999999999999,-0.012675743
-0.587,-0.013603236
-0.5865,-0.013603236
-0.586,-0.010820756
-0.5854999999999999,-0.013603236
-0.585,-0.012057413
-0.5845,-0.015921969
-0.584,-0.015149057
-0.5834999999999999,-0.012984906
-0.583,-0.012057413
-0.5825,-0.011593667
-0.582,-0.016694881
-0.5814999999999999,-0.017158628
-0.581,-0.013757817
-0.5805,-0.013757817
-0.58,-0.014685311
-0.5794999999999999,-0.014376147
-0.579,-0.013448654
-0.5785,-0.012830325
-0.578,-0.012830325
-0.5774999999999999,-0.005410378
-0.577,-0.011284502
-0.5765,-0.012830325
-0.576,-0.017313208
-0.5754999999999999,-0.013603236
-0.575,-0.0145307295
-0.5745,-0.013912399
-0.574,-0.013294072
-0.5734999999999999,-0.013294072
-0.573,-0.013912399
-0.5725,-0.013603236
-0.572,-0.013294072
-0.5714999999999999,-0.016385715
-0.571,-0.013603236
-0.5705,-0.011593667
-0.57,-0.018395286
-0.5694999999999999,-0.014685311
-0.569,-0.014221565
-0.5685,-0.012830325
-0.568,-0.012211996
-0.5674999999999999,-0.019168194
-0.567,-0.012830325
-0.5665,-0.01684946
-0.566,-0.012521159
-0.5654999999999999,-0.014066982
-0.565,-0.016231133
-0.5645,-0.012521159
-0.564,-0.013139488
-0.5634999999999999,-0.015303641
-0.563,-0.014994475
-0.5625,-0.016385715
-0.562,-0.015458222
-0.5614999999999999,-0.012057413
-0.561,-0.011439084
-0.5605,-0.0145307295
-0.5599999999999998,-0.013448654
-0.5594999999999999,-0.012675743
-0.5589999999999999,-0.013448654
-0.5585,-0.01607655
-0.5579999999999999,-0.018240703
-0.5574999999999999,-0.014221565
-0.5569999999999999,-0.013912399
-0.5565,-0.014685311
-0.5559999999999999,-0.014685311
-0.5554999999999999,-0.01684946
-0.5549999999999999,-0.017158628
-0.5545,-0.015303641
-0.5539999999999999,-0.013757817
-0.5534999999999999,-0.014221565
-0.5529999999999999,-0.015612803
-0.5525,-0.013757817
-0.5519999999999999,-0.011284502
-0.5514999999999999,-0.0119028315
-0.5509999999999999,-0.015458222
-0.5505,-0.017313208
-0.5499999999999999,-0.020404853
-0.5494999999999999,-0.013912399
-0.5489999999999999,-0.011439084
-0.5485,-0.014839893
-0.5479999999999999,-0.013294072
-0.5474999999999999,-0.014066982
-0.5469999999999999,-0.01607655
-0.5465,-0.018240703
-0.5459999999999999,-0.015149057
-0.5454999999999999,-0.012057413
-0.5449999999999999,-0.015303641
-0.5445,-0.013448654
-0.5439999999999999,-0.011748249
-0.5434999999999999,-0.016540298
-0.5429999999999999,-0.015303641
-0.5425,-0.014685311
-0.5419999999999999,-0.014376147
-0.5414999999999999,-0.014376147
-0.5409999999999999,-0.015303641
-0.5405,-0.014685311
-0.5399999999999999,-0.013757817
-0.5394999999999999,-0.0119028315
-0.5389999999999999,-0.014994475
-0.5385,-0.016231133
-0.5379999999999999,-0.016694881
-0.5374999999999999,-0.013603236
-0.5369999999999999,-0.01607655
-0.5365,-0.013912399
-0.5359999999999999,-0.01607655
-0.5354999999999999,-0.016385715
-0.5349999999999999,-0.012057413
-0.5345,-0.011439084
-0.5339999999999999,-0.015767388
-0.5334999999999999,-0.012057413
-0.5329999999999999,-0.015149057
-0.5325,-0.014685311
-0.5319999999999999,-0.011439084
-0.5314999999999999,-0.015921969
-0.5309999999999999,-0.013448654
-0.5305,-0.014376147
-0.5299999999999999,-0.014221565
-0.5294999999999999,-0.018395286
-0.5289999999999999,-0.015303641
-0.5285,-0.01684946
-0.5279999999999999,-0.013139488
-0.5274999999999999,-0.014839893
-0.5269999999999999,-0.016231133
-0.5265,-0.015612803
-0.5259999999999999,-0.014994475
-0.5254999999999999,-0.016231133
-0.5249999999999999,-0.01684946
-0.5245,-0.01607655
-0.5239999999999999,-0.018240703
-0.5234999999999999,-0.013603236
-0.5229999999999999,-0.014839893
-0.5225,-0.01607655
-0.522,-0.015767388
-0.5215,-0.015149057
-0.5209999999999999,-0.018240703
-0.5205,-0.012675743
-0.52,-0.015149057
-0.5195,-0.018240703
-0.5189999999999999,-0.014376147
-0.5185,-0.015303641
-0.518,-0.012211996
-0.5175,-0.019322777
-0.5169999999999999,-0.016694881
-0.5165,-0.016231133
-0.516,-0.016231133
-0.5155,-0.011284502
-0.5149999999999999,-0.015612803
-0.5145,-0.017313208
-0.514,-0.014994475
-0.5135,-0.01870445
-0.5129999999999999,-0.013912399
-0.5125,-0.016385715
-0.512,-0.017313208
-0.5115,-0.015149057
-0.5109999999999999,-0.0145307295
-0.5105,-0.015458222
-0.51,-0.016540298
-0.5095,-0.014839893
-0.5089999999999999,-0.016385715
-0.5085,-0.013912399
-0.508,-0.016540298
-0.5075,-0.015921969
-0.5069999999999999,-0.013448654
-0.5065,-0.014066982
-0.506,-0.015303641
-0.5055,-0.023187334
-0.5049999999999999,-0.013448654
-0.5045,-0.015612803
-0.504,-0.015612803
-0.5035,-0.015303641
-0.5029999999999999,-0.01870445
-0.5025,-0.014839893
-0.502,-0.017776955
-0.5015,-0.012521159
-0.5009999999999999,-0.014839893
-0.5005,-0.01684946
-0.49999999999999994,-0.016540298
-0.49949999999999994,-0.015767388
-0.49899999999999994,-0.012366578
-0.49849999999999994,-0.019477362
-0.49799999999999994,-0.010511591
-0.49749999999999994,-0.013603236
-0.49699999999999994,-0.0145307295
-0.49649999999999994,-0.0145307295
-0.49599999999999994,-0.020714018
-0.49549999999999994,-0.016385715
-0.49499999999999994,-0.016385715
-0.49449999999999994,-0.021950675
-0.49399999999999994,-0.019013613
-0.49349999999999994,-0.016694881
-0.49299999999999994,-0.014221565
-0.49249999999999994,-0.015921969
-0.49199999999999994,-0.015612803
-0.49149999999999994,-0.01870445
-0.49099999999999994,-0.017776955
-0.49049999999999994,-0.01684946
-0.48999999999999994,-0.013757817
-0.48949999999999994,-0.014994475
-0.48899999999999993,-0.01870445
-0.48849999999999993,-0.014994475
-0.48799999999999993,-0.014994475
-0.48749999999999993,-0.019168194
-0.48699999999999993,-0.013757817
-0.48649999999999993,-0.020559436
-0.48599999999999993,-0.015612803
-0.48549999999999993,-0.012675743
-0.48499999999999993,-0.01607655
-0.48449999999999993,-0.017004045
-0.48399999999999993,-0.017004045
-0.48349999999999993,-0.015767388
-0.48299999999999993,-0.013294072
-0.48249999999999993,-0.017004045
-0.48199999999999993,-0.016385715
-0.48149999999999993,-0.015767388
-0.4809999999999999,-0.016694881
-0.4804999999999999,-0.012211996
-0.4799999999999999,-0.016231133
-0.4794999999999999,-0.015612803
-0.4789999999999999,-0.019322777
-0.4784999999999999,-0.019322777
-0.4779999999999999,-0.014066982
-0.4774999999999999,-0.0119028315
-0.4769999999999999,-0.018086119
-0.4764999999999999,-0.016694881
-0.4759999999999999,-0.01607655
-0.4754999999999999,-0.015303641
-0.4749999999999999,-0.017313208
-0.4744999999999999,-0.016231133
-0.4739999999999999,-0.0145307295
-0.4734999999999999,-0.015149057
