time,ne
0.10031751,0.5478279249667964
0.1013175,0.5387466409112006
0.102317505,0.5247671635385632
0.10331751,0.5339903519381123
0.1043175,0.5365438743819991
0.1053175,0.5548696044136481
0.106317505,0.5506328333468538
0.10731751,0.5590587929938066
0.1083175,0.5432706722651809
0.109317504,0.5966484609788311
0.110317506,0.5689122284371175
0.11131751,0.5605742731968937
0.1123175,0.5322268268579926
0.113317505,0.5490089766520145
0.11431751,0.5759042431812812
0.11531751,0.5531976835523466
0.1163175,0.5559822153416997
0.117317505,0.5779289372536088
0.11831751,0.634631971467224
0.1193175,0.6154729496212894
0.120317504,0.5780663333438032
0.121317506,0.5704259110003731
0.12231751,0.6123809750808143
0.1233175,0.6251032497357386
0.124317504,0.6096420077840525
0.1253175,0.5913436618779345
0.1263175,0.6023471243851227
0.1273175,0.6340577655967321
0.1283175,0.6053327905107366
0.1293175,0.6327821741805353
0.13031751,0.6158219251680528
0.13131751,0.6293788227227949
0.1323175,0.6463374832588054
0.1333175,0.6177044563702069
0.1343175,0.6088719278004183
0.1353175,0.5979057340263135
0.1363175,0.6305827170454957
0.13731751,0.6166628470297602
0.13831751,0.6318932655622306
0.1393175,0.6379882697376376
0.1403175,0.6960770935708223
0.1413175,0.7066012853836834
0.1423175,0.7124514607302319
0.1433175,0.6847271779306495
0.14431751,0.6546300180920337
0.14531751,0.6274136392485465
0.14631751,0.6528563550053321
0.1473175,0.6732223223162257
0.1483175,0.6320703513864641
0.1493175,0.6382298991618734
0.1503175,0.673203489958298
0.1513175,0.6502656864977688
0.15231751,0.6278364699681351
0.15331751,0.6648909200254072
0.1543175,0.7233119519993297
0.1553175,0.7452704488552336
0.1563175,0.7336453651085562
0.1573175,0.7081001424571373
0.1583175,0.6775292658990619
0.15931751,0.6762318858693687
0.16031751,0.6787495859430316
0.1613175,0.6829447227506678
0.1623175,0.6717268850729329
0.1633175,0.6346468312878792
0.1643175,0.6702035005148569
0.1653175,0.6375930540070992
0.16631751,0.6737306856466958
0.16731751,0.6507853858053846
0.16831751,0.7133377209273765
0.1693175,0.72889678312051
0.1703175,0.7293515955350284
0.1713175,0.6786090597374711
0.1723175,0.6858935847948764
0.1733175,0.682065452912281
0.17431751,0.682593227114636
0.17531751,0.6603892463235461
0.1763175,0.67783762438548
0.1773175,0.6741112787791113
0.1783175,0.6651635696398349
0.1793175,0.6416651720024568
0.1803175,0.6708337827162014
0.18131751,0.6770744976975142
0.18231751,0.6271894736827195
0.18331751,0.6500312933111659
0.1843175,0.6719039336438826
0.1853175,0.6630513536166581
0.1863175,0.690559393042613
0.1873175,0.7069106132602748
0.18831751,0.6859853503030078
0.18931751,0.691760201580815
0.19031751,0.6792967545914658
0.1913175,0.6729116636684678
0.1923175,0.6697346809409536
0.1933175,0.6693403481446663
0.1943175,0.6720436820103312
0.1953175,0.6766928315462153
0.19631751,0.6742747106427321
0.19731751,0.6841228829507353
0.1983175,0.6931373733404174
0.1993175,0.7030945355065688
0.2003175,0.6791913951456282
0.2013175,0.718375101505718
0.2023175,0.7027027511762278
0.20331751,0.7362273006451117
0.20431751,0.6948592182541182
0.20531751,0.7286493213600823
0.2063175,0.7233734790114269
0.2073175,0.7567888330153902
0.2083175,0.7339296594299428
0.2093175,0.7560557406451052
0.2103175,0.7578423223957145
0.21131751,0.7466123445369462
0.21231751,0.7763185880220372
0.2133175,0.7677376996458495
0.2143175,0.7826777973805077
0.2153175,0.7741257016176335
0.2163175,0.804622992907509
0.2173175,0.7889242823385563
0.21831751,0.7876104435449502
0.21931751,0.7749176034926898
0.2203175,0.7759340354486494
0.2213175,0.7815594147653752
0.2223175,0.8203237312954087
0.2233175,0.9371043088644435
0.2243175,0.9354633889025302
0.22531751,0.9135911935690832
0.22631751,0.8562718696747068
0.22731751,0.8082342746838942
0.2283175,0.8036912584411685
0.2293175,0.7826718376147296
0.2303175,0.8029397073341343
0.2313175,0.777366422146881
0.2323175,0.7459135448031669
0.23331751,0.7475710105334591
0.23431751,0.7713957576099861
0.2353175,0.7547745549612986
0.2363175,0.7497397166988966
0.2373175,0.7315978276245274
0.2383175,0.7414512152620747
0.2393175,0.7603591571194861
0.24031751,0.7300037222776311
0.24131751,0.7244412751043842
0.2423175,0.7245454476100781
0.2433175,0.7626360554511847
0.2443175,0.7537615270740636
0.2453175,0.7781685831995304
0.2463175,0.7423702581801626
0.24731751,0.7615727258367392
0.24831751,0.7705685412883889
0.24931751,0.7892846040787015
0.2503175,0.8043462064407029
0.2513175,0.8056523736009057
0.25231752,0.7968829648760346
0.2533175,0.7684761275228094
0.2543175,0.7631190677322722
0.2553175,0.7418044873874294
0.2563175,0.75472746758258
0.2573175,0.7665209119992034
0.2583175,0.7200633320144976
0.25931752,0.7353996123364677
0.2603175,0.7090220078528303
0.2613175,0.7330918448480198
0.2623175,0.7033500695060312
0.2633175,0.738492189320057
0.2643175,0.7179879057790135
0.2653175,0.7516842558180554
0.26631752,0.737813501882716
0.2673175,0.7704107898662015
0.2683175,0.7656029895216512
0.2693175,0.7417521143694968
0.2703175,0.7679534968299921
0.2713175,0.7654689499124345
0.2723175,0.7883348166166508
0.27331752,0.7597694367012802
0.2743175,0.7949337801395425
0.2753175,0.7583823156648675
0.2763175,0.7788333036100018
0.2773175,0.7752040766490982
0.2783175,0.7601144620903395
0.2793175,0.7703442102928804
0.28031752,0.8120462505601026
0.2813175,0.8300218719216191
0.28231752,0.7981394570208238
0.2833175,0.8008715226602807
0.2843175,0.7912142307392592
0.2853175,0.7977393659513514
0.2863175,0.7986873140211017
0.2873175,0.7587494686408567
0.2883175,0.8076196252294034
0.28931752,0.7811248895272389
0.2903175,0.7914816838498159
0.2913175,0.7467548234499128
0.2923175,0.7809559129572419
0.2933175,0.7809087810844172
0.2943175,0.8273801648322704
0.2953175,0.8078579627774034
0.29631752,0.8316097891601981
0.2973175,0.8328678873516108
0.2983175,0.8178012660154734
0.2993175,0.8123617076878036
0.3003175,0.8028767545968144
0.3013175,0.7949966073850865
0.3023175,0.7844104451584596
0.30331752,0.7629548046935122
0.3043175,0.7476138703152967
0.3053175,0.7600749802772325
0.3063175,0.7706285131586678
0.3073175,0.7347706195288378
0.3083175,0.7461988460733758
0.3093175,0.7486870853296372
0.31031752,0.764751677495325
0.3113175,0.7728194234223643
0.3123175,0.7728369717705734
0.3133175,0.7671668748928206
0.3143175,0.7786721131099545
0.3153175,0.8090873496116008
0.3163175,0.7757031129064377
0.31731752,0.802918065359087
0.3183175,0.7689705839125356
0.31931752,0.8334899975831052
0.3203175,0.8051215477307796
0.3213175,0.8309891742835048
0.3223175,0.8233890571684033
0.3233175,0.8406997365333851
0.3243175,0.824194481623284
0.3253175,0.8386608282972793
0.32631752,0.8549270145772313
0.3273175,0.8471699416689344
0.3283175,0.8687280344390319
0.3293175,0.871127261798582
0.3303175,0.8722188988161192
0.3313175,0.8566128600090531
0.3323175,0.8736149853792409
0.33331752,0.8832554076360745
0.3343175,0.8793741709331351
0.3353175,0.905987911263554
0.3363175,0.88862780119735
0.3373175,0.9073793334453156
0.3383175,0.9044088505511004
0.3393175,0.9172689731087096
0.34031752,0.9120407284062656
0.3413175,0.9108800425772576
0.3423175,0.9059743970304426
0.3433175,0.9012280466050002
0.3443175,0.9237867412712115
0.3453175,0.8891814925013874
0.3463175,0.920734861852407
0.34731752,0.8993313648598633
0.3483175,0.9331719677961455
